date,slot,price_yuan_per_kwh,grid_purchase_plan_kwh,load_actual_kwh,pv_actual_kwh,soc_real_start_kwh,soc_real_end_kwh,plan_terminal_soc_kwh,x_real_kwh,y_real_kwh,q_real_kwh,z_real_kwh,emergency_purchase_kwh,planned_cost_slot_yuan,emergency_cost_slot_yuan,total_cost_slot_yuan,effective_contract_kwh,load_forecast_kwh,pv_forecast_kwh,run_label,rolling_primary_status,rolling_secondary_status,rolling_tertiary_status,rolling_primary_star,rolling_terminal_gap_star,rolling_max_violation,rolling_tertiary_throughput_star,source_time
2025-08-18,81,0.8618,0.0,1105.4366666666665,1349.31875,10536.113007598235,10755.606882598235,1199.9999999999998,0.0,0.0,243.8820833333334,0.0,0.0,0.0,0.0,0.0,0.0,1156.6283333333333,1359.1103930109866,Q3 FINAL,optimal,optimal,optimal,109.9477509433624,0.0,1e-07,10663.558451563898,13:30:00
2025-08-18,82,0.8623,0.0,1126.7852333333333,1300.7437333333332,10755.606882598235,10799.999999947338,1199.9999999999998,0.0,0.0,49.32568594344856,0.0,0.0,0.0,0.0,0.0,0.0,1168.8671583333332,1329.3903554888136,Q3 FINAL,optimal,optimal,optimal,109.94775094335981,0.0,1e-07,10444.064576563898,13:40:00
2025-08-18,83,0.9026,0.0,1169.2248666666665,1287.5544666666665,10799.999999947338,10799.999999947338,1199.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.2342833333332,1299.6703179666406,Q3 FINAL,optimal,optimal,optimal,109.9477509433624,0.0,1e-07,10399.671459214795,13:50:00
2025-08-18,84,0.9754,0.0,1188.175,1292.71875,10799.999999947338,10799.999999947338,1199.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.3583333333331,1269.9502804444678,Q3 FINAL,optimal,optimal,optimal,109.9477509433624,0.0,1e-07,10399.671459214795,14:00:00
2025-08-18,85,1.0002,0.0,1173.7302333333332,1261.9741666666666,10799.999999947338,10799.999999947338,1199.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.71265,1242.5070570556895,Q3 FINAL,optimal,optimal,optimal,109.9477509433624,0.0,1e-07,10399.671459214795,14:10:00
2025-08-18,86,0.9978,0.0,1175.0144,1214.0407333333333,10799.999999947338,10799.999999947338,1199.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.3284583333334,1215.0638336669115,Q3 FINAL,optimal,optimal,optimal,109.9477509433624,0.0,1e-07,10399.671459214795,14:20:00
2025-08-18,87,1.0271,0.0,1188.3999999999999,1180.3687499999999,10799.999999947338,10791.076388836227,1199.9999999999998,0.0,0.0,0.0,8.03125,0.0,0.0,0.0,0.0,0.0,1169.1383333333333,1187.6206102781332,Q3 FINAL,optimal,optimal,optimal,126.94359788647445,0.0,1e-07,10399.671459109974,14:30:00
2025-08-18,88,1.0906,0.0,1170.5755666666666,1171.48265,10791.076388836227,10791.892763783568,1199.9999999999998,0.0,0.0,0.9070832748228794,0.0,0.0,0.0,0.0,0.0,0.0,1185.7927666666665,1160.1773868893551,Q3 FINAL,optimal,optimal,optimal,71.29494108823656,0.0,1e-07,10392.380597998363,14:40:00
2025-08-18,89,0.9376,0.0,1183.9827,1141.47095,10791.892763783568,10744.65748600579,1199.9999999999998,0.0,0.0,0.0,42.51175000000012,0.0,0.0,0.0,0.0,0.0,1195.1588166666666,1132.7341635005769,Q3 FINAL,optimal,optimal,optimal,63.54807950513462,0.0,1.0000000116860974e-07,10355.47221241664,14:50:00
2025-08-18,90,0.6694,57.203768080484906,1211.2616666666665,1093.28125,10744.65748600579,10677.127876465587,1199.9999999999998,0.0,57.203768080484906,0.0,60.776648586181636,0.0,38.2922023530766,0.0,38.2922023530766,57.203768080484906,1189.7875,1105.290940111799,Q3 FINAL,optimal,optimal,optimal,99.92965331035316,0.0,1e-07,10344.328945167923,15:00:00
