date,update_time,slot,old_forecast_kwh,new_raw_forecast_kwh,updated_forecast_kwh,confidence_rho,historical_error_old,historical_error_new
2025-02-01,06:00,71,1130.4445027777776,1157.5581333333332,1147.2640673811661,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,72,1121.6465833333332,1162.46805,1146.9696139174607,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,73,1102.5322583333332,1162.6345027777777,1139.8158519550236,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,74,1083.4179333333332,1162.8009555555554,1132.6620899925863,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,75,1064.3036083333332,1162.9674083333332,1125.508328030149,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,76,1045.1892833333332,1163.133861111111,1118.3545660677119,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,77,1026.0749583333331,1163.3003138888887,1111.2008041052745,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,78,1006.9606333333332,1163.4667666666664,1104.0470421428372,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,79,978.5977527777777,1126.9533499999998,1070.6280895724258,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,80,950.2348722222221,1090.439933333333,1037.2091370020146,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,81,921.8719916666666,1053.9265166666667,1003.7901844316033,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,82,893.5091111111111,1017.4131,970.371231861192,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,83,865.1462305555556,980.8996833333333,936.9522792907806,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,84,836.7833499999999,944.3862666666666,903.5333267203692,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,85,788.2188305555555,891.0591333333333,852.0143858154336,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,86,739.654311111111,837.732,800.495444910498,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,87,691.0897916666665,784.4048666666667,748.9765040055624,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,88,642.5252722222222,731.0777333333333,697.4575631006269,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,89,593.9607527777778,677.7506,645.9386221956912,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,90,545.3962333333333,624.4234666666666,594.4196812907556,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,91,490.88206111111106,579.0424333333333,545.5711250862272,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,92,436.36788888888884,533.6614,496.7225688816987,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,93,381.8537166666666,488.2803666666667,447.8740126771702,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,94,327.3395444444444,442.89933333333335,399.02545647264174,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,95,272.8253722222222,397.5183,350.1769002681133,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,96,218.31119999999999,352.1372666666667,301.32834406358484,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,97,189.57120277777773,304.2407527777778,260.7048674603666,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,98,160.83120555555553,256.34423888888887,220.08139085714834,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,99,132.09120833333333,208.447725,179.4579142539301,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,100,103.3512111111111,160.55121111111112,138.8344376507119,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,101,74.6112138888889,112.65469722222224,98.2109610474937,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,102,45.87121666666667,64.75818333333333,57.58748444427545,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,103,38.226013888888886,53.96515277777778,47.98957037022954,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,104,30.58081111111111,43.17212222222222,38.39165629618363,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,105,22.935608333333334,32.37909166666667,28.793742222137723,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,106,15.290405555555555,21.58606111111111,19.195828148091817,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,107,7.645202777777783,10.79303055555555,9.597914074045907,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,108,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,109,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,110,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,111,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,112,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,113,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,114,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,115,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,116,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,117,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,118,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,119,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,120,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,121,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,122,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,123,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,124,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,125,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,126,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,127,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,128,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,129,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,130,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,131,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,132,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,133,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,134,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,135,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,136,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,137,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,138,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,139,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,140,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,141,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,142,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,143,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,06:00,144,0.0,0.0,0.0,0.6203361283146992,0.08495520448903937,0.051995068443022804
2025-02-01,12:00,73,1139.8158519550236,1092.0000305555554,1114.8594566380466,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,74,1132.6620899925863,1083.343811111111,1106.9215206978238,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,75,1125.508328030149,1074.6875916666668,1098.9835847576005,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,76,1118.3545660677119,1066.0313722222222,1091.0456488173775,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,77,1111.2008041052745,1057.3751527777777,1083.1077128771542,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,78,1104.0470421428372,1048.7189333333333,1075.1697769369312,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,79,1070.6280895724258,1018.546111111111,1043.4450692806254,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,80,1037.2091370020146,988.373288888889,1011.7203616243202,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,81,1003.7901844316033,958.2004666666667,979.9956539680147,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,82,970.371231861192,928.0276444444444,948.2709463117092,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,83,936.9522792907806,897.8548222222222,916.5462386554036,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,84,903.5333267203692,867.6819999999999,884.8215309990981,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,85,852.0143858154336,824.0163083333333,837.4014173604692,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,86,800.495444910498,780.3506166666666,789.9813037218402,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,87,748.9765040055624,736.684925,742.5611900832112,0.5219275667876406,0.03787409230612573,0.034691708539922345
2025-02-01,12:00,88,697.4575631006269,693.0192333333332,695.141076444582,0.5219275667876406,0.03787409230612573,0.034691708539922345
