date,run_label,alpha,lambda,soc_start_kwh,scenario_count_00,soc_00_kwh,plan_primary_status_00,plan_secondary_status_00,plan_cost_00_yuan,increase_00_kwh,decrease_00_kwh,scenario_count_06,soc_06_kwh,plan_primary_status_06,plan_secondary_status_06,adjustment_cost_06_yuan,increase_06_kwh,decrease_06_kwh,rho_06,scenario_count_12,soc_12_kwh,plan_primary_status_12,plan_secondary_status_12,adjustment_cost_12_yuan,increase_12_kwh,decrease_12_kwh,rho_12,scenario_count_18,soc_18_kwh,plan_primary_status_18,plan_secondary_status_18,adjustment_cost_18_yuan,increase_18_kwh,decrease_18_kwh,rho_18,soc_end_kwh,soc_min_kwh,soc_max_kwh,adjustment_cost_total_yuan,actual_emergency_purchase_kwh,actual_emergency_cost_yuan,total_actual_cost_yuan,emergency_slot_count,actual_throughput_kwh,simultaneous_slots,max_constraint_violation,actual_primary_status,actual_secondary_status,actual_tertiary_status,predicted_plan_cost_00_yuan,predicted_adjustment_cost_06_yuan,predicted_adjustment_cost_12_yuan,predicted_adjustment_cost_18_yuan
2025-02-01,Q4-3 SEARCH,0.85,0.5,6000.0,2,6000.0,optimal,optimal,17704.99813457663,0.0,0.0,2,9412.028295154325,optimal,optimal,-835.8328280117912,0.0,3016.2460072980684,0.6203361283146992,2,6894.116867746915,optimal,optimal,-63.70172974716036,2.685043227756978e-07,193.76778693317812,0.5219275667876406,2,10197.944476851852,optimal,optimal,-26.66209790811439,0.0,62.75649917106425,0.5,1200.0000001,1200.0000001,10800.0,-926.1966556670659,1.0520875733979311e-07,2e-07,16778.801479109563,0,33067.368391786935,0,1.000001930151484e-07,optimal,optimal,optimal,18731.396471957138,-814.2297012583119,-60.6359802309588,-23.401662907508435
2025-02-02,Q4-3 SEARCH,0.85,0.5,1200.0000001,3,1200.0000001,optimal,optimal,64060.00456670094,0.0,0.0,3,10800.0,optimal,optimal,-1488.9033273389214,9.157730099887885,3722.5193211853475,0.630420805544078,3,7521.59145235318,optimal,optimal,-383.05821249248305,20.076424518136292,1032.6462124800057,0.5328440473078151,3,10800.0,optimal,optimal,-4.779311254985292e-07,2.1649047994287684e-07,1.1651609152254434e-06,0.5,1200.0000000999999,1200.0000000999999,10800.0,-1871.9615403093355,14.533405615991875,34.2028571221853,62222.24588351379,3,42170.61486876501,0,1.0002986527979374e-07,optimal,optimal,optimal,67597.33438475637,-1538.0791806543862,-382.83466074991253,-4.4221538422104075e-07
2025-02-03,Q4-3 SEARCH,0.85,0.5,1200.0000000999999,4,1200.0000000999999,optimal,optimal,66972.86227921116,0.0,0.0,4,10794.161419753087,optimal,optimal,-1993.051487424154,0.0,4652.188913573818,0.6081206271476367,4,7630.736388465353,optimal,optimal,-619.765449022276,0.0,1490.9125915648178,0.5188848576958215,4,10786.822222222223,optimal,optimal,23.11825388036104,11.859999999998081,1.0231815394945443e-12,0.5,1283.9915780940125,1200.0000000999999,10800.0,-2589.6986825660692,168.16601619708217,805.4645644066369,65188.628161051725,7,41082.58804222573,0,1.000075826596003e-07,optimal,optimal,optimal,68977.70785854544,-2004.309118680919,-612.1668249230213,21.39402150733728
2025-02-04,Q4-3 SEARCH,0.85,0.5,1283.9915780940125,5,1283.9915780940125,optimal,optimal,69114.38781601965,0.0,0.0,5,10800.0,optimal,optimal,-1596.6041143339542,159.7802744378373,4296.463035780331,0.604213286359979,5,7944.716762260734,optimal,optimal,-1007.5933282785478,0.0,2526.5208754180007,0.5361436228440177,5,10792.654320987655,optimal,optimal,12.824233278065497,6.61111111110934,2.2737367544323206e-13,0.5,1200.0000001,1200.0000001,10800.0,-2591.3732093344365,29.371520544730082,147.5463018748714,66670.56090856009,3,42726.23183723168,0,1.0000121619668789e-07,optimal,optimal,optimal,70643.73772415875,-1626.7211588180512,-1026.7057890049773,12.366274995306558
2025-02-05,Q4-3 SEARCH,0.85,0.5,1200.0000001,6,1200.0000001,optimal,optimal,64893.080383486566,0.0,0.0,6,10800.0,optimal,optimal,-315.15503382370343,335.3777599359818,1957.0098108799666,0.6073189178332172,6,7073.663197573376,optimal,optimal,-479.1963485477646,0.0,1103.2700994747152,0.5500793609993078,6,10800.0,optimal,optimal,1.0457847468094707e-07,2.1197313344600842e-07,2.6169578179345516e-07,0.5,1200.0000000999999,1200.0000000999999,10800.0,-794.3513822668896,151.68095828633102,387.3729262033107,64486.101927422984,7,43162.9685480351,0,1.0001531336456537e-07,optimal,optimal,optimal,66107.53444789513,-311.7522741740255,-481.38771878331386,1.0000362565973124e-07
2025-02-06,Q4-3 SEARCH,0.85,0.5,1200.0000000999999,7,1200.0000000999999,optimal,optimal,69900.42837507263,0.0,0.0,7,10797.222530864197,optimal,optimal,-2264.1367245538895,0.0,5075.7927957384045,0.6235349872124988,7,7774.48044438556,optimal,optimal,-1335.7115186088477,0.0,3170.5321260271758,0.5707119684648804,7,10796.047530864198,optimal,optimal,7.064109827773594,3.5572224477445675,2.7842296485050026e-07,0.5,1200.0000001,1200.0000000999999,10800.0,-3592.7841333349634,69.54772372669801,150.8644240187001,66458.50866575637,5,43310.10671134533,0,1.0000121619668789e-07,optimal,optimal,optimal,72123.62018843419,-2202.4073463528343,-1304.6293071773405,6.503323485444674
2025-02-07,Q4-3 SEARCH,0.85,0.5,1200.0000001,8,1200.0000001,optimal,optimal,19303.121975249713,0.0,0.0,8,9683.11007407407,optimal,optimal,-726.0279800411959,0.0,3048.087118658116,0.6423505795163891,8,7505.256504074071,optimal,optimal,-328.8363005056122,0.0,1424.6243272057043,0.6644873138638798,8,10290.618518518519,optimal,optimal,13.608128725759732,10.70833364577359,3.8572922268587263e-07,0.5,1200.0,1200.0,10800.0,-1041.2561518210482,92.70863841884005,251.4156316779166,18513.28145510658,3,39116.99555989631,0,1.00000761449337e-07,optimal,optimal,optimal,20499.615480342676,-734.5836814427156,-346.3225985769849,12.642775989895348
2025-02-08,Q4-3 SEARCH,0.85,0.5,1200.0,9,1200.0,optimal,optimal,15715.003714839138,0.0,0.0,9,8246.956446077975,optimal,optimal,-90.3966173288273,7.3266143650549225,294.74512193319515,0.6251944679866634,9,7408.129102744642,optimal,optimal,-18.690594360953742,0.9439153216314935,56.56802693146735,0.7212701175370082,9,9922.138074195494,optimal,optimal,53.87894103401902,60.73194290242604,32.61064943743215,0.5,1200.0000000999994,1200.0,10800.0,-55.20827065576202,278.4751156300148,893.6173325450904,16553.412776728466,9,36219.23474317121,0,1.0000155725720106e-07,optimal,optimal,optimal,16048.099593682797,-86.5666394252138,-17.935064507960163,56.08821052428549
2025-02-09,Q4-3 SEARCH,0.85,0.5,1200.0000000999994,10,1200.0000000999994,optimal,optimal,64125.824731828056,0.0,0.0,10,10793.536111111112,optimal,optimal,-916.1972410681831,0.0,1810.2997390068606,0.6518986649382474,10,8090.770466730489,optimal,optimal,-868.4197366266583,0.0,2165.964989264594,0.7139956059165149,10,10777.467592592593,optimal,optimal,6.374275203743895,9.570833333333855,20.381313002053716,0.5,1200.0000001,1200.0000000999994,10800.000000000002,-1778.2427024910974,200.87551321134006,332.2300751604376,62679.812104497396,2,42957.02139918202,0,1.0002258932217956e-07,optimal,optimal,optimal,65362.63289217499,-926.8126691482184,-842.927036062888,6.454978462435247
2025-02-10,Q4-3 SEARCH,0.85,0.5,1200.0000001,11,1200.0000001,optimal,optimal,59136.75472964255,0.0,0.0,11,10741.27487037037,optimal,optimal,-2567.013691775402,2.118680114839208,6124.433918120019,0.632296215923355,11,7611.218320637861,optimal,optimal,338.2559344541146,456.93765257763494,808.2677726672885,0.7122470447481396,11,9998.13888888889,optimal,optimal,-12.601780479611772,1.4000001513004008,22.33332899741694,0.5,1205.9361873396672,1200.0000001,10800.0,-2241.3595378008995,203.32081769290272,576.7327383800928,57472.127930221744,4,39763.7176665127,0,1.0000212569138967e-07,optimal,optimal,optimal,60445.92148887136,-2707.4722996370338,324.4526789869193,-12.497388035838373
