date,run_label,alpha,lambda,soc_start_kwh,scenario_count_00,soc_00_kwh,plan_primary_status_00,plan_secondary_status_00,plan_cost_00_yuan,increase_00_kwh,decrease_00_kwh,scenario_count_06,soc_06_kwh,plan_primary_status_06,plan_secondary_status_06,adjustment_cost_06_yuan,increase_06_kwh,decrease_06_kwh,rho_06,scenario_count_12,soc_12_kwh,plan_primary_status_12,plan_secondary_status_12,adjustment_cost_12_yuan,increase_12_kwh,decrease_12_kwh,rho_12,scenario_count_18,soc_18_kwh,plan_primary_status_18,plan_secondary_status_18,adjustment_cost_18_yuan,increase_18_kwh,decrease_18_kwh,rho_18,soc_end_kwh,soc_min_kwh,soc_max_kwh,adjustment_cost_total_yuan,actual_emergency_purchase_kwh,actual_emergency_cost_yuan,total_actual_cost_yuan,emergency_slot_count,actual_throughput_kwh,simultaneous_slots,max_constraint_violation,actual_primary_status,actual_secondary_status,actual_tertiary_status
2025-03-20,TEST / REFERENCE ONLY,0.95,0.5,6000.0,14,6000.0,optimal,optimal,42332.33241634632,0.0,0.0,14,9246.839497407413,optimal,optimal,-1833.3627196360471,333.8745501425775,7467.778309908769,0.5534805697044803,14,5408.885437615348,optimal,optimal,326.05713626815776,409.5710893622386,0.0,0.6529613453245442,14,10456.840434627358,optimal,optimal,353.2835854925645,261.2897645017758,0.0,0.5,1324.979515732263,1200.0,10456.840434627358,-1154.0219978753248,620.0461961398356,2143.4109256658103,43321.72134413681,8,33253.74352675753,0,1.0000252359532169e-07,optimal,optimal,optimal
