date,update_time,slot,previous_plan_kwh,new_plan_kwh,increase_kwh,decrease_kwh,adjustment_cost_yuan,alpha,lambda,scenario_count,primary_objective,secondary_throughput,primary_status,secondary_status,empirical_cvar_yuan,initial_soc_kwh,plan_terminal_soc_kwh,max_constraint_violation
2025-03-20,00:00,125,0.0,717.2208083333333,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,126,0.0,769.9531069958848,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,127,0.0,741.8761999999998,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,128,0.0,721.3869666666666,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,129,0.0,745.2841666666666,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,130,0.0,710.1871416666667,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,131,0.0,616.3402,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,132,0.0,560.4133333333332,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,133,0.0,586.1315213991766,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,134,0.0,574.8878,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,135,0.0,546.5833333333333,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,136,0.0,576.69495,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,137,0.0,593.4741999348255,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,138,0.0,584.6,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,139,0.0,584.0878166666666,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,140,0.0,578.0750083333334,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,141,0.0,579.1133333333332,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,142,0.0,598.9101670341613,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,143,0.0,526.2121666666667,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,00:00,144,0.0,352.48041675512496,0.0,0.0,0.0,0.95,0.5,14,42332.33241634632,33368.21234683816,optimal,optimal,0.0,6000.0,1199.9999999999998,9.999348549172282e-08
2025-03-20,06:00,37,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,38,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,39,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,40,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,41,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,42,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,43,171.64780199999802,385.6358492107478,213.98804721074973,0.0,259.73869170440804,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,44,371.6171499999998,448.9712782448323,77.35412824483211,0.0,92.50006655517024,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,45,342.9330249999999,384.1702167176864,41.23719171768653,0.0,47.28256402349937,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,46,293.5511166666665,294.84629963597564,1.2951829693091668,0.0,1.340320095789591,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,47,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,48,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,49,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,50,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,51,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,52,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,53,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,54,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,55,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,56,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,57,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,58,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,59,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,60,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,61,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,62,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,63,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,64,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,65,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,66,631.7638500000002,0.0,0.0,631.7638500000002,-158.73066731250003,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,67,766.5320944444446,486.60134862863595,0.0,279.9307458158087,-65.251856849665,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,68,725.0156444444445,276.4703163913176,0.0,448.5453280531269,-112.29332287810033,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,69,683.0007625171402,448.06754406366906,0.0,234.9332184534711,-56.70113227374526,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,70,775.8033694444447,506.85314594785234,0.0,268.95022349659234,-64.34634097155971,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,71,793.8160972222221,500.77497283203536,0.0,293.0411243901867,-68.30788609535253,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,72,790.7579500000002,448.5101663828856,0.0,342.2477836171146,-75.84210884955259,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,73,734.1544333333336,428.31229734992473,0.0,305.84213598340887,-67.45348309114082,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,74,736.1561166666669,428.2676949836309,0.0,307.888421683036,-70.06001035397483,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,75,808.1479500000002,452.2648176173369,0.0,355.88313238266323,-79.4153209911913,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,76,854.3866750000002,535.0400819177096,0.0,319.3465930822906,-65.67362686737306,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,77,523.75911759259,0.0,0.0,523.75911759259,-148.79996530805482,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,78,69.15736666666612,0.0,0.0,69.15736666666612,-28.62769193166644,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,79,144.0996083333332,0.0,0.0,144.0996083333332,-62.22221087833328,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,80,164.8923194444444,0.0,0.0,164.8923194444444,-69.3866880222222,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,81,128.55198333333306,0.0,0.0,128.55198333333306,-55.393049618333215,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,82,126.36637222222237,0.0,0.0,126.36637222222237,-54.48286138361117,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,83,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,84,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,85,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,86,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,87,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,88,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,89,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,90,1251.051183333333,265.5239236491303,0.0,985.5272596842027,-329.85597381630265,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,91,1260.880661111111,803.3209890341175,0.0,457.5596720769936,-150.9946917854079,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,92,491.78541111111133,391.68482945611663,0.0,100.1005816549947,-36.12129489020484,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,93,568.5888749999998,433.8604698596098,0.0,134.72840514039,-49.22975923829851,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,94,604.1031222222223,533.8896352631032,0.0,70.21348695911911,-26.449420537500167,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,95,645.4796500000002,595.3253589999299,0.0,50.154291000070316,-19.617850924677505,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,96,688.9040333333332,603.2086827367559,0.0,85.69535059657733,-34.51380245277152,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,97,731.869772222222,574.7781751564507,0.0,157.09159706577123,-64.96522996654969,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,98,749.6204694444441,627.5018006735306,0.0,122.11866877091347,-52.01644696297059,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,99,738.9104666666665,682.0749511906106,0.0,56.83551547605589,-24.982050827500366,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,100,760.184338888889,696.8004217694067,0.0,63.38391711948225,-28.59882340431039,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,101,803.8587444444443,733.6832118763373,0.0,70.17553256810697,-32.15092024607821,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,102,837.8181500000001,790.1645581547784,0.0,47.65359184522163,-22.07314374270666,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,103,864.0654055555556,824.3540790178708,0.0,39.71132653768473,-18.787428584978645,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,104,901.7422194444442,869.9731582142964,0.0,31.769061230147827,-15.474709725205006,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,105,946.3415203333319,931.9240927680758,0.0,14.417427565256162,-7.1092335324278135,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,106,1045.6931472222223,1030.5966346844893,0.0,15.096512537732906,-7.367098118413658,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,107,939.9389833333332,919.5921958035741,0.0,20.346787529759126,-10.928259582233627,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,108,726.5908333333332,726.5908333333332,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,109,691.2768416666668,691.2768416666668,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,110,703.0212249999998,703.0212249999998,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,111,696.3166666666666,696.3166666666666,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,112,708.7934999999999,708.7934999999999,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,113,549.5870062800035,549.5870062800035,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,114,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,115,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,116,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,117,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,118,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,119,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,120,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,121,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,122,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,123,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,124,0.0,0.0,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,125,717.2208083333333,717.2208083333333,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,126,769.9531069958848,769.9531069958848,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,127,741.8761999999998,741.8761999999999,0.0,-1.1368683772161603e-13,5.154561222298071e-14,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,128,721.3869666666666,721.3869666666666,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,129,745.2841666666666,745.2841666666666,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,130,710.1871416666667,710.1871416666667,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,131,616.3402,616.3402,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,132,560.4133333333332,560.4133333333332,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,133,586.1315213991766,586.1315213991766,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,134,574.8878,574.8878,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,135,546.5833333333333,546.5833333333333,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,136,576.69495,576.69495,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,137,593.4741999348255,593.4741999348255,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,138,584.6,584.6,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,139,584.0878166666666,584.0878166666666,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,140,578.0750083333334,578.0750083333334,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,141,579.1133333333332,579.1133333333332,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,142,598.9101670341613,598.9101670341613,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,143,526.2121666666667,526.2121666666667,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
2025-03-20,06:00,144,352.48041675512496,352.48041675512496,0.0,0.0,0.0,0.95,0.5,14,-1833.3627196360471,26397.461181487033,optimal,optimal,0.0,9246.839497407413,1199.9999999999998,1.0000030670198612e-07
