date,update_time,slot,previous_plan_kwh,new_plan_kwh,increase_kwh,decrease_kwh,adjustment_cost_yuan,alpha,lambda,scenario_count,primary_objective,secondary_throughput,primary_status,secondary_status,empirical_cvar_yuan,initial_soc_kwh,plan_terminal_soc_kwh,max_constraint_violation,predicted_adjustment_cost_yuan,price_forecast_yuan_per_kwh,contract_gamma,price_real_yuan_per_kwh
2025-03-20,00:00,25,0.0,593.0469583333334,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.4865,1.0,0.4023
2025-03-20,00:00,26,0.0,617.7696666666667,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.47204999999999997,1.0,0.4075
2025-03-20,00:00,27,0.0,1402.6108333333334,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.42035,1.0,0.452
2025-03-20,00:00,28,0.0,597.8259583333332,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.43279999999999996,1.0,0.4646
2025-03-20,00:00,29,0.0,621.929225,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.45075,1.0,0.4561
2025-03-20,00:00,30,0.0,617.1441666666666,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.44095,1.0,0.4379
2025-03-20,00:00,31,0.0,593.968375,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.4355,1.0,0.4177
2025-03-20,00:00,32,0.0,599.7643833333333,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.45885,1.0,0.464
2025-03-20,00:00,33,0.0,625.0291666666667,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.46695,1.0,0.4802
2025-03-20,00:00,34,0.0,600.449075,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.43125,1.0,0.352
2025-03-20,00:00,35,0.0,637.8280416666668,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.62795,1.0,0.5794
2025-03-20,00:00,36,0.0,20.252500000000055,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.95275,1.0,1.0185
2025-03-20,00:00,37,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9983,1.0,0.995
2025-03-20,00:00,38,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.96255,1.0,0.8932
2025-03-20,00:00,39,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.96385,1.0,0.9281
2025-03-20,00:00,40,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9196,1.0,0.9231
2025-03-20,00:00,41,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.8866499999999999,1.0,0.902
2025-03-20,00:00,42,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.87785,1.0,0.8707
2025-03-20,00:00,43,0.0,177.94560797222528,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.8442000000000001,1.0,0.7992
2025-03-20,00:00,44,0.0,414.63003611111117,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.81115,1.0,0.7957
2025-03-20,00:00,45,0.0,342.9330249999999,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.7624500000000001,1.0,0.8046
2025-03-20,00:00,46,0.0,293.5511166666665,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.6978,1.0,0.7001
2025-03-20,00:00,47,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.90455,1.0,0.8467
2025-03-20,00:00,48,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.2366,1.0,1.1788
2025-03-20,00:00,49,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.22775,1.0,1.2356
2025-03-20,00:00,50,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.1435,1.0,1.1876
2025-03-20,00:00,51,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.13185,1.0,1.1569
2025-03-20,00:00,52,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.08385,1.0,1.0869
2025-03-20,00:00,53,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.08035,1.0,1.0527
2025-03-20,00:00,54,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.1149,1.0,1.068
2025-03-20,00:00,55,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.08635,1.0,1.0672
2025-03-20,00:00,56,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.0612,1.0,1.0563
2025-03-20,00:00,57,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.06155,1.0,1.0344
2025-03-20,00:00,58,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.04305,1.0,0.9937
2025-03-20,00:00,59,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.043,1.0,0.9971
2025-03-20,00:00,60,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.0540500000000002,1.0,1.0131
2025-03-20,00:00,61,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.02235,1.0,0.948
2025-03-20,00:00,62,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9733,1.0,0.9058
2025-03-20,00:00,63,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9673,1.0,0.9279
2025-03-20,00:00,64,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.00885,1.0,0.927
2025-03-20,00:00,65,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.84195,1.0,0.7628
2025-03-20,00:00,66,0.0,631.7638500000002,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.57495,1.0,0.544
2025-03-20,00:00,67,0.0,728.5551055555553,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.58705,1.0,0.5346
2025-03-20,00:00,68,0.0,725.0156444444445,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.6368,1.0,0.5872
2025-03-20,00:00,69,0.0,648.6279833333339,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.6034999999999999,1.0,0.577
2025-03-20,00:00,70,0.0,721.9556055555557,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.60585,1.0,0.5241
2025-03-20,00:00,71,0.0,748.7222611111109,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.5966,1.0,0.5111
2025-03-20,00:00,72,0.0,679.1075333333334,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.5609,1.0,0.5158
2025-03-20,00:00,73,0.0,689.408538888889,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.5461,1.0,0.4519
2025-03-20,00:00,74,0.0,709.760936111111,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.54115,1.0,0.4435
2025-03-20,00:00,75,0.0,715.524116666667,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.5137499999999999,1.0,0.4915
2025-03-20,00:00,76,0.0,746.5687555555559,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.48275,1.0,0.4972
2025-03-20,00:00,77,0.0,510.4311987997224,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.6769499999999999,1.0,0.6604
2025-03-20,00:00,78,0.0,60.64701666666656,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9670000000000001,1.0,0.9001
2025-03-20,00:00,79,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.97315,1.0,0.9125
2025-03-20,00:00,80,0.0,164.8923194444444,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9414499999999999,1.0,0.919
2025-03-20,00:00,81,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.98795,1.0,0.9817
2025-03-20,00:00,82,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9814499999999999,1.0,0.9361
2025-03-20,00:00,83,0.0,127.11187777777741,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9651000000000001,1.0,0.8829
2025-03-20,00:00,84,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9751000000000001,1.0,0.8924
2025-03-20,00:00,85,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9924,1.0,0.9351
2025-03-20,00:00,86,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.99295,1.0,0.9817
2025-03-20,00:00,87,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.01845,1.0,1.0267
2025-03-20,00:00,88,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.0995,1.0,1.0547
2025-03-20,00:00,89,0.0,0.0,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.97375,1.0,0.9267
2025-03-20,00:00,90,0.0,1236.269933333333,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.73145,1.0,0.7137
2025-03-20,00:00,91,0.0,1257.752311111111,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.7408,1.0,0.6525
2025-03-20,00:00,92,0.0,491.78541111111133,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.7897000000000001,1.0,0.6799
2025-03-20,00:00,93,0.0,901.794786038494,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.7849999999999999,1.0,0.7301
2025-03-20,00:00,94,0.0,583.2045666666668,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.8454,1.0,0.805
2025-03-20,00:00,95,0.0,616.3792777777779,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.86625,1.0,0.8788
2025-03-20,00:00,96,0.0,724.830418792867,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.8332999999999999,1.0,0.9089
2025-03-20,00:00,97,0.0,731.869772222222,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.84975,1.0,0.8767
2025-03-20,00:00,98,0.0,749.6204694444441,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.89475,1.0,0.8888
2025-03-20,00:00,99,0.0,738.9104666666665,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.93975,1.0,0.9441
2025-03-20,00:00,100,0.0,760.184338888889,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,0.9796,1.0,0.946
2025-03-20,00:00,101,0.0,803.8587444444443,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.00355,1.0,0.9677
2025-03-20,00:00,102,0.0,837.8181500000001,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.0209000000000001,1.0,1.0139
2025-03-20,00:00,103,0.0,864.0654055555556,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.05215,1.0,1.0152
2025-03-20,00:00,104,0.0,901.7422194444442,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.0776,1.0,1.0487
2025-03-20,00:00,105,0.0,936.3797600833327,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.0855,1.0,1.0879
2025-03-20,00:00,106,0.0,1045.6931472222223,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.09205,1.0,1.0391
2025-03-20,00:00,107,0.0,952.2374527777777,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.1478000000000002,1.0,1.0932
2025-03-20,00:00,108,0.0,726.5908333333332,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.2346,1.0,1.2488
2025-03-20,00:00,109,0.0,691.2768416666668,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.2777500000000002,1.0,1.2993
2025-03-20,00:00,110,0.0,587.6499846690982,0.0,0.0,0.0,0.85,0.25,14,44504.05290620309,33678.40192865044,optimal,optimal,628.1587284293694,6000.0,1199.9999999999998,9.997893357649446e-08,0.0,1.28435,1.0,1.2761
