date,slot,price_yuan_per_kwh,soc_day_start_kwh,x_real_kwh,y_real_kwh,q_real_kwh,z_real_kwh,soc_real_end_kwh,soc_real_start_kwh,grid_purchase_plan_kwh,load_actual_kwh,pv_actual_kwh,emergency_purchase_kwh,emergency_cost_slot_yuan,planned_cost_slot_yuan,total_cost_slot_yuan,source_time
2025-02-01,11,0.4333,6000.0,61.03692916666665,448.02596666666665,0.0,0.0,10235.18329576852,10180.25005951852,509.0628958333333,448.02596666666665,0.0,0.0,0.0,220.57695276458333,220.57695276458333,01:50:00
2025-02-01,12,0.4311,6000.0,96.91166666666663,397.4033333333333,0.0,0.0,10322.40379576852,10235.18329576852,494.31499999999994,397.4033333333333,0.0,0.0,0.0,213.09919649999998,213.09919649999998,02:00:00
2025-02-01,13,0.4293,6000.0,71.73326666666657,434.0906333333333,0.0,0.0,10386.963735768519,10322.40379576852,505.82389999999987,434.0906333333333,0.0,0.0,0.0,217.15020026999994,217.15020026999994,02:10:00
2025-02-01,14,0.4324,6000.0,19.307045833333348,490.5609166666666,0.0,0.0,10404.340077018518,10386.963735768519,509.8679625,490.5609166666666,0.0,0.0,0.0,220.46690698499998,220.46690698499998,02:20:00
2025-02-01,15,0.4367,6000.0,6.275833333333253,503.22,0.0,0.0,10409.988327018518,10404.340077018518,509.4958333333333,503.22,0.0,0.0,0.0,222.49683041666663,222.49683041666663,02:30:00
2025-02-01,16,0.4348,6000.0,25.60272916666662,474.07281666666665,0.0,0.0,10433.030783268518,10409.988327018518,499.6755458333333,474.07281666666665,0.0,0.0,0.0,217.25892732833333,217.25892732833333,02:40:00
2025-02-01,17,0.4335,6000.0,40.96620833333333,461.38439999999997,0.0,0.0,10469.900370768517,10433.030783268518,502.3506083333333,461.38439999999997,0.0,0.0,0.0,217.76898871249998,217.76898871249998,02:50:00
2025-02-01,18,0.4357,6000.0,60.575416666666854,476.94166666666666,0.0,0.0,10524.418245768518,10469.900370768517,537.5170833333335,476.94166666666666,0.0,0.0,0.0,234.1961932083334,234.1961932083334,03:00:00
2025-02-01,19,0.4374,6000.0,0.0,542.1431458333334,0.0,0.0,10524.418245768518,10524.418245768518,542.1431458333334,483.39955,0.0,0.0,0.0,237.13341198750004,237.13341198750004,03:10:00
2025-02-01,20,0.4371,6000.0,44.68006666666656,486.6019166666666,0.0,0.0,10564.630305768518,10524.418245768518,531.2819833333332,486.6019166666666,0.0,0.0,0.0,232.22335491499993,232.22335491499993,03:20:00
2025-02-01,21,0.4356,6000.0,23.75208333333319,498.84833333333336,0.0,0.0,10586.007180768518,10564.630305768518,522.6004166666665,498.84833333333336,0.0,0.0,0.0,227.64474149999995,227.64474149999995,03:30:00
2025-02-01,22,0.4353,6000.0,0.0,496.7915916666667,0.0,21.518141666668978,10562.098134472219,10586.007180768518,496.7915916666667,518.3097333333333,0.0,-2.412928263954902e-12,-5.251738366497844e-12,216.25337985250002,216.25337985249476,03:40:00
2025-02-01,23,0.436,6000.0,0.0,505.16741666666655,0.0,3.9660500000001093,10557.691412249997,10562.098134472219,505.16741666666655,509.13346666666666,0.0,0.0,0.0,220.2529936666666,220.2529936666666,03:50:00
2025-02-01,24,0.4378,6000.0,64.21291666666667,483.6166666666666,0.0,0.0,10615.483037249998,10557.691412249997,547.8295833333333,483.6166666666666,0.0,0.0,0.0,239.83979158333332,239.83979158333332,04:00:00
2025-02-01,25,0.4401,6000.0,46.98109999999991,491.1868,0.0,0.0,10657.766027249998,10615.483037249998,538.1678999999999,491.1868,0.0,0.0,0.0,236.84769278999997,236.84769278999997,04:10:00
2025-02-01,26,0.4389,6000.0,26.8082583333333,504.64528333333334,0.0,0.0,10681.89345975,10657.766027249998,531.4535416666666,504.64528333333334,0.0,0.0,0.0,233.2549594375,233.2549594375,04:20:00
2025-02-01,27,0.4364,6000.0,40.16999999999996,505.57833333333326,0.0,0.0,10718.04645975,10681.89345975,545.7483333333332,505.57833333333326,0.0,0.0,0.0,238.16457266666663,238.16457266666663,04:30:00
2025-02-01,28,0.4393,6000.0,63.26091666666673,503.23096666666663,0.0,0.0,10774.98128475,10718.04645975,566.4918833333334,503.23096666666663,0.0,0.0,0.0,248.85988434833337,248.85988434833337,04:40:00
2025-02-01,29,0.4422,6000.0,26.316489166666543,502.84675000000004,0.0,0.0,10798.666125,10774.98128475,529.1632391666666,502.84698333333336,0.00023333333333333333,0.0,0.0,233.99598435949994,233.99598435949994,04:50:00
2025-02-01,30,0.4395,6000.0,1.4820833333332075,499.64166666666665,0.0,0.0,10800.0,10798.666125,501.12374999999986,499.64166666666665,0.0,0.0,0.0,220.24388812499993,220.24388812499993,05:00:00
2025-02-01,31,0.4333,6000.0,0.0,534.9952666666667,0.0,0.0,10800.0,10800.0,534.9952666666667,488.78358333333335,0.0,0.0,0.0,231.81344904666668,231.81344904666668,05:10:00
2025-02-01,32,0.4439,6000.0,0.0,573.0379316666667,0.0,0.0,10800.0,10800.0,573.0379316666667,498.51875,0.0033166666666666665,0.0,0.0,254.37153786683336,254.37153786683336,05:20:00
2025-02-01,33,0.4301,6000.0,0.0,581.1700000000001,0.0,0.0,10800.0,10800.0,581.1700000000001,529.2233333333334,0.0,0.0,0.0,249.96121700000003,249.96121700000003,05:30:00
2025-02-01,34,0.3713,6000.0,0.0,1397.6740916666668,0.0,0.0,10800.0,10800.0,1397.6740916666668,547.4103166666666,0.0,0.0,0.0,518.9563902358334,518.9563902358334,05:40:00
2025-02-01,35,0.5708,6000.0,0.0,1.1174671397670543e-05,0.0,531.1811554919952,10209.798716120005,10800.0,1.1174671397670543e-05,531.2274,0.04623333333333333,0.0,0.0,6.378502433790346e-06,6.378502433790346e-06,05:50:00
2025-02-01,36,0.9099,6000.0,0.0,0.0,0.0,510.98333333333335,9642.039456860746,10209.798716120005,0.0,510.98333333333335,0.0,0.0,0.0,0.0,0.0,06:00:00
2025-02-01,37,0.9368,6000.0,0.0,0.0,0.0,535.1871833333332,9047.38703093482,9642.039456860746,0.0,535.1871833333332,0.0,0.0,0.0,0.0,0.0,06:10:00
2025-02-01,38,0.8758,6000.0,0.0,0.0,0.0,533.3553333333333,8454.769993897784,9047.38703093482,0.0,533.9993499999999,0.6440166666666667,0.0,0.0,0.0,0.0,06:20:00
2025-02-01,39,0.8759,6000.0,0.0,0.0,0.0,504.52,7894.192216120006,8454.769993897784,0.0,504.52,0.0,0.0,0.0,0.0,0.0,06:30:00
2025-02-01,40,0.8601,6000.0,0.0,0.0,0.0,519.5536833333333,7316.910345749636,7894.192216120006,0.0,519.5536833333333,0.0,0.0,0.0,0.0,0.0,06:40:00
2025-02-01,41,0.8442,6000.0,0.0,0.0,0.0,551.4800833333333,6704.154697601488,7316.910345749636,0.0,566.415,14.934916666666666,0.0,0.0,0.0,0.0,06:50:00
2025-02-01,42,0.8334,6000.0,0.0,0.0,0.0,552.0416666666666,6090.775067971858,6704.154697601488,0.0,608.7916666666666,56.75,0.0,0.0,0.0,0.0,07:00:00
2025-02-01,43,0.8092,6000.0,0.0,0.0,0.0,514.5580499999999,5519.043901305192,6090.775067971858,0.0,617.2140499999999,102.656,0.0,0.0,0.0,0.0,07:10:00
2025-02-01,44,0.7972,6000.0,0.0,0.0,0.0,447.90854999999993,5021.367734638525,5519.043901305192,0.0,595.3964666666666,147.48791666666665,0.0,0.0,0.0,0.0,07:20:00
2025-02-01,45,0.7644,6000.0,0.0,0.0,0.0,389.4241666666667,4588.674216120006,5021.367734638525,0.0,579.5366666666666,190.11249999999998,0.0,0.0,0.0,0.0,07:30:00
2025-02-01,46,0.6899,6000.0,0.0,0.0,0.0,377.65375,4169.058938342228,4588.674216120006,0.0,609.0003666666667,231.34661666666665,0.0,0.0,0.0,0.0,07:40:00
2025-02-01,47,0.86,6000.0,0.0,0.0,0.0,361.16134999999997,3767.76854945334,4169.058938342228,0.0,640.2366833333333,279.07533333333333,0.0,0.0,0.0,0.0,07:50:00
2025-02-01,48,1.1617,6000.0,0.0,0.0,0.0,299.92291666666665,3434.5208642681546,3767.76854945334,0.0,633.9416666666666,334.01874999999995,0.0,0.0,0.0,0.0,08:00:00
