Hour,Region,TaskType,Actual_GPU,Predicted_GPU,AbsoluteError
2398,RegionC,AITraining,16,24.610690235690235,8.610690235690235
2398,RegionD,RealTimeInference,8,0.8261784511784511,7.173821548821548
2398,RegionD,BatchInference,11,18.835858585858585,7.835858585858585
2398,RegionD,AITraining,381,170.05765993265993,210.94234006734007
2398,RegionE,RealTimeInference,0,1.093013468013468,1.093013468013468
2398,RegionE,BatchInference,30,12.241582491582491,17.75841750841751
2398,RegionE,AITraining,161,121.13257575757575,39.86742424242425
2398,RegionF,RealTimeInference,3,0.8337542087542088,2.166245791245791
2398,RegionF,BatchInference,36,11.337542087542088,24.66245791245791
2398,RegionF,AITraining,122,122.66287878787878,0.6628787878787818
2399,RegionA,RealTimeInference,4,9.838804713804715,5.8388047138047146
2399,RegionA,BatchInference,0,18.751262626262626,18.751262626262626
2399,RegionA,AITraining,0,26.300925925925927,26.300925925925927
2399,RegionB,RealTimeInference,1,8.332912457912458,7.3329124579124585
2399,RegionB,BatchInference,75,18.412037037037038,56.58796296296296
2399,RegionB,AITraining,0,26.022306397306398,26.022306397306398
