date,selected_load_window,selected_pv_window,soc_start_kwh,soc_plan_end_kwh,soc_actual_end_kwh,planned_grid_purchase_kwh,emergency_purchase_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_secondary_throughput_kwh,actual_executed_throughput_kwh,actual_end_soc_deficit_kwh,actual_rolling_solve_count,rolling_primary_optimal_count,rolling_secondary_optimal_count,rolling_tertiary_optimal_count,rolling_terminal_gap_min_kwh,rolling_terminal_gap_max_kwh,rolling_terminal_gap_last_kwh,max_actual_executed_constraint_violation,max_rolling_constraint_violation,actual_optimize_seconds,actual_elapsed_seconds,max_plan_constraint_violation,max_actual_constraint_violation,simultaneous_plan_charge_discharge_slots,simultaneous_actual_charge_discharge_slots,risk_error_sample_min,risk_error_sample_max,plan_primary_status,plan_secondary_status,plan_primary_star,plan_primary_recomputed,plan_secondary_objective,plan_violation_nonnegative,plan_violation_soc_bounds,plan_violation_soc_recursion,plan_violation_soc_start_alignment,plan_violation_pv_allocation,plan_violation_charge_limit,plan_violation_discharge_limit,plan_violation_supply,plan_violation_primary_cost_preservation,plan_violation_secondary_objective,plan_violation_terminal_soc,plan_violation_planned_cost_column,plan_violation_grid_purchase_column,actual_violation_nonnegative,actual_violation_soc_bounds,actual_violation_soc_recursion,actual_violation_soc_start_alignment,actual_violation_pv_allocation,actual_violation_charge_limit,actual_violation_discharge_limit,actual_violation_supply,actual_violation_fixed_grid_purchase,actual_violation_planned_cost_column,actual_violation_emergency_cost_column,actual_violation_total_cost_column
2025-07-06,2,5,1200.0000000000002,1200.0,1200.0,71292.13669539333,13315.130641097932,44071.50744752951,55273.64985496584,99345.15730249535,37130.385793199894,40288.47433145031,2.2737367544323206e-13,144,144,144,144,0.0,0.0,0.0,1.4779288903810084e-12,1.0000451311498182e-07,0.9624909999838565,2.172619599998143,9.998620953410864e-08,1.4779288903810084e-12,0,0,157,157,optimal,optimal,44071.507447429525,44071.507447429525,37130.385793199894,0.0,0.0,9.663381206337363e-13,0.0,0.0,0.0,0.0,0.0,9.998620953410864e-08,0.0,2.2737367544323206e-13,0.0,1.1368683772161603e-13,4.547473508864641e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,1.1368683772161603e-13,1.4779288903810084e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-07-07,2,5,1200.0,1200.0,1200.0,71614.29448393913,6242.0397419426545,44457.37120003184,26320.5196099825,70777.89081001435,37497.73754258129,34916.94047416024,0.0,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.0000525207942701e-07,0.9728517999901669,2.2080320999994,1.0002258932217956e-07,9.094947017729282e-13,0,0,158,158,optimal,optimal,44457.371199931826,44457.3711999318,37497.73754258129,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,2.842170943040401e-14,1.0002258932217956e-07,0.0,0.0,0.0,1.1368683772161603e-13,5.219517394122381e-13,2.2737367544323206e-13,8.739675649849232e-13,0.0,0.0,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-07-08,2,5,1200.0,1200.0,1199.9999999999998,80072.53868333568,4196.904607759141,50118.815782334146,20441.082192181108,70559.89797451526,39657.67815791689,38154.54638905547,2.2737367544323206e-13,144,144,144,144,0.0,0.0,0.0,1.7621459846850485e-12,1.0001070904763765e-07,0.9470587000432715,2.14993030000187,9.999348549172282e-08,1.7621459846850485e-12,0,0,159,159,optimal,optimal,50118.81578223415,50118.81578223416,39657.67815791689,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,0.0,2.2737367544323206e-13,9.221265726308855e-13,0.0,0.0,0.0,1.1368683772161603e-13,1.7621459846850485e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-07-09,2,5,1199.9999999999998,1200.0,1200.0,78584.08424072945,1832.1098442526868,49308.52046960238,9540.57210791655,58849.09257751893,39274.09843322645,38178.40453652831,0.0,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.0000030670198612e-07,0.9350421000017377,2.106990799999039,9.998620953410864e-08,9.094947017729282e-13,0,0,160,160,optimal,optimal,49308.5204695024,49308.5204695024,39274.09843322645,0.0,2.2737367544323206e-13,1.5987211554602254e-12,0.0,0.0,0.0,0.0,1.1368683772161603e-13,9.998620953410864e-08,0.0,2.2737367544323206e-13,0.0,1.1368683772161603e-13,5.49617215040301e-13,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13
2025-07-10,2,5,1200.0,1200.0,1200.0000000159278,79180.62134639685,2429.1092002038226,49865.62962329324,11899.585945667222,61765.215568960455,39497.48341849633,37473.25990241157,0.0,144,144,144,144,0.0,0.0,0.0,1.8189894035458565e-12,1.0000405836763093e-07,0.9719515999859141,2.2217022000004363,1.0001531336456537e-07,1.8189894035458565e-12,0,0,161,161,optimal,optimal,49865.62962319322,49865.6296231932,39497.483418496326,0.0,0.0,8.526512829121202e-13,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,9.094947017729282e-13,0.0,0.0,1.4779288903810084e-12,1.1368683772161603e-13,1.2505552149377763e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-07-11,2,5,1200.0000000159278,1200.0000000159278,1200.0000000159275,39384.95516618126,3310.255125537488,23285.747268153988,13464.656880407452,36750.40414856144,23451.804132243462,22401.66908599872,2.2737367544323206e-13,144,144,144,144,0.0,0.0,0.0,1.4210854715202004e-12,1.0000030670198612e-07,1.3013990999934322,2.5834219999997003,9.999348549172282e-08,1.4210854715202004e-12,0,0,162,162,optimal,optimal,23285.747268053994,23285.747268054,23451.804132243462,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,8.277822871605167e-13,0.0,0.0,0.0,0.0,1.4210854715202004e-12,0.0,0.0,0.0,5.684341886080802e-14
2025-07-12,2,5,1200.0000000159275,1200.0000000159275,1200.0,39577.08085471,3372.637712112388,23205.35690011823,15041.21649705439,38246.57339717262,23534.006784094767,22522.398106800596,1.5927525964798406e-08,144,144,144,144,0.0,0.0,0.0,2.0463630789890885e-12,1.0000643158036837e-07,1.2622714000135602,2.514554900000803,1.000043994281441e-07,2.0463630789890885e-12,0,0,163,163,optimal,optimal,23205.356900018225,23205.356900018225,23534.006784094763,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,1.000043994281441e-07,3.637978807091713e-12,0.0,0.0,1.1368683772161603e-13,0.0,0.0,8.526512829121202e-13,0.0,0.0,0.0,0.0,2.0463630789890885e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-07-13,2,5,1200.0,1200.0,1200.0,79794.08726155463,1293.336190078788,49996.731544420305,7049.04358150916,57045.77512592947,39845.851598938534,35542.772089905375,0.0,144,144,144,144,0.0,0.0,0.0,1.7179344366821977e-12,1.0000007932831068e-07,0.9255761000422353,2.138398999999481,9.99571057036519e-08,1.7179344366821977e-12,0,0,164,164,optimal,optimal,49996.73154432034,49996.73154432034,39845.851598938534,0.0,0.0,1.0231815394945443e-12,0.0,0.0,0.0,0.0,3.410605131648481e-13,9.99571057036519e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,2.2737367544323206e-13,1.7179344366821977e-12,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0,2.2737367544323206e-13
2025-07-14,2,5,1200.0,1200.0,1200.0,78454.90135057709,1907.9209691841702,48973.09155537619,11171.235963273084,60144.32751864927,38928.954239677594,34440.759873118936,0.0,144,144,144,144,0.0,0.0,0.0,8.881784197001252e-13,1.0000525207942701e-07,0.927932199996576,2.16266529999848,1.0001531336456537e-07,8.881784197001252e-13,0,0,165,165,optimal,optimal,48973.09155527617,48973.09155527615,38928.954239677594,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,0.0,0.0,0.0,1.1368683772161603e-13,5.689839010298341e-13,2.2737367544323206e-13,8.881784197001252e-13,0.0,0.0,0.0,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,1.1368683772161603e-13
2025-07-15,2,5,1200.0,1200.0,1376.0994241589249,85809.2334354941,1.171432705678833e-06,54303.49067955036,3.299977743791669e-06,54303.49068285034,39810.106080996804,33138.019365745,0.0,144,144,144,144,0.0,0.0,0.0,1.8189894035458565e-12,1.0000002248489182e-07,0.989079099977971,2.229879599999549,1.00000761449337e-07,1.8189894035458565e-12,0,0,166,166,optimal,optimal,54303.49067945036,54303.49067945038,39810.106080996804,0.0,0.0,8.100187187665142e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,8.841816168114747e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932831068044424e-14
2025-07-16,2,5,1376.0994241589249,1376.0994241589249,1376.0994240589248,85464.07002596426,6.817556933240854e-07,53869.44339199208,2.1000105573340074e-06,53869.443394092086,39514.890964398306,33686.381628444855,1.0000007932831068e-07,144,144,144,144,0.0,0.0,0.0,1.1116046355002457e-12,1.0000020870393201e-07,1.2949698999655084,2.5568007999972906,1.0000803740695119e-07,1.1116046355002457e-12,0,0,167,167,optimal,optimal,53869.44339189207,53869.44339189207,39514.8909643983,0.0,0.0,2.6147972675971687e-12,0.0,0.0,0.0,0.0,0.0,1.0000803740695119e-07,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.1116046355002457e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.720224624986412e-14
2025-07-17,2,5,1376.0994240589248,1376.0994240589248,1376.099423958925,84349.6468948902,447.80447153961177,53422.4826269384,1954.7554194026789,55377.23804634108,38975.2818384335,37289.90720238463,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,2.1032064978498966e-12,1.0000161410061992e-07,1.26663850001205,2.4998707000013383,9.998620953410864e-08,2.1032064978498966e-12,0,0,168,168,optimal,optimal,53422.48262683841,53422.4826268384,38975.2818384335,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,9.998620953410864e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,8.597567102697212e-13,0.0,0.0,0.0,0.0,2.1032064978498966e-12,5.684341886080802e-14,0.0,0.0,5.684341886080802e-14
2025-07-18,2,5,1376.099423958925,1376.099423958925,1649.1666014481339,44708.608494618325,165.68870697503235,26919.024515879722,660.2502734305008,27579.274789310228,24437.274472699915,22072.375290499833,0.0,144,144,144,144,0.0,0.0,0.0,8.668621376273222e-13,1.0000000116860974e-07,1.208972300071764,2.4352710000021034,1.0000803740695119e-07,8.668621376273222e-13,0,0,169,169,optimal,optimal,26919.024515779718,26919.02451577972,24437.274472699915,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,1.0000803740695119e-07,0.0,0.0,0.0,1.1368683772161603e-13,5.950654343129654e-13,0.0,8.668621376273222e-13,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,0.0,5.4001247915120636e-14
2025-07-19,2,5,1649.1666014481339,1649.1666014481339,1620.3435397237386,44612.40791155161,105.89832214006776,26844.89865824415,550.3280900486978,27395.226748292847,24059.370998909948,21515.405351565707,28.823061724395302,144,144,144,144,0.0,28.82306172439553,28.82306172439553,1.1368683772161603e-12,1.0000771055729274e-07,1.2692658999658306,2.531781099998625,9.999712347052991e-08,1.1368683772161603e-12,0,0,170,170,optimal,optimal,26844.898658144146,26844.89865814416,24059.370998909948,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,9.999712347052991e-08,0.0,0.0,0.0,1.1368683772161603e-13,1.7053025658242404e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-12,0.0,0.0,0.0,2.6261659503740666e-14
2025-07-20,2,5,1620.3435397237386,1620.3435397237386,1891.1961601013386,85421.8114165586,3.2161395380435977e-07,54017.520829373505,1.100014007835125e-06,54017.52083047353,39950.97203055513,34596.28993437666,0.0,144,144,144,144,0.0,0.0,0.0,1.7179344366821977e-12,1.000009651761502e-07,1.2563062999797694,2.5032434000022477,9.999348549172282e-08,1.7179344366821977e-12,0,0,171,171,optimal,optimal,54017.52082927351,54017.52082927355,39950.97203055513,0.0,0.0,8.952838470577262e-13,0.0,0.0,0.0,0.0,8.526512829121202e-14,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,5.372786445683601e-13,0.0,1.7179344366821977e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-07-21,2,5,1891.1961601013386,1891.1961601013386,2041.5428296786158,86135.91888159723,3.6704603655960324e-07,54462.1447032032,1.5000156256187437e-06,54462.14470470321,39654.5277414475,35252.99500179679,0.0,144,144,144,144,0.0,0.0,0.0,1.0231815394945443e-12,1.0000413749366999e-07,1.2737515999797324,2.4983346999979403,1.0001531336456537e-07,1.0231815394945443e-12,0,0,172,172,optimal,optimal,54462.144703103186,54462.14470310317,39654.5277414475,0.0,0.0,1.1652900866465643e-12,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,0.0,0.0,0.0,1.1368683772161603e-13,1.0231815394945443e-12,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0186340660608538e-13
2025-07-22,2,5,2041.5428296786158,2041.5428296786158,2041.542829578616,86141.49519957606,5.542447386857369e-07,54525.40260629405,1.8000169544122855e-06,54525.40260809407,40324.839880194384,35180.538593885554,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,1.7179344366821977e-12,1.000009651761502e-07,1.2783059000066714,2.5099091999982193,9.998620953410864e-08,1.7179344366821977e-12,0,0,173,173,optimal,optimal,54525.40260619406,54525.40260619407,40324.839880194384,0.0,0.0,1.3145040611561853e-12,0.0,0.0,0.0,0.0,7.300826609935029e-13,9.998620953410864e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.7179344366821977e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4358527054406675e-14
2025-07-23,2,5,2041.542829578616,2041.542829578616,2041.542829478616,86416.59070974009,3.9621706559118795e-07,54566.82348055343,1.399998355547848e-06,54566.82348195344,39925.39607648523,36997.901928799176,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,1.0358134103525016e-12,1.000009651761502e-07,1.2508302999776788,2.4858140000033018,9.998620953410864e-08,1.0358134103525016e-12,0,0,174,174,optimal,optimal,54566.82348045345,54566.82348045345,39925.39607648523,0.0,0.0,1.5063505998114124e-12,0.0,0.0,0.0,0.0,1.1368683772161603e-13,9.998620953410864e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.0358134103525016e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-07-24,2,5,2041.542829478616,2041.542829478616,2052.0155358514544,85249.42312166782,6.172915738269551e-07,53891.55834499083,2.2000230367026573e-06,53891.55834719085,40399.20885790569,35067.7732742259,0.0,144,144,144,144,0.0,0.0,0.0,8.952838470577262e-13,1.0000413749366999e-07,1.2589149000305042,2.4969949000005727,9.998620953410864e-08,8.952838470577262e-13,0,0,175,175,optimal,optimal,53891.558344890844,53891.55834489085,40399.20885790569,0.0,0.0,1.7053025658242404e-12,0.0,0.0,0.0,0.0,0.0,9.998620953410864e-08,0.0,0.0,0.0,1.1368683772161603e-13,5.49617215040301e-13,0.0,8.952838470577262e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-07-25,2,5,2052.0155358514544,2052.0155358514544,2052.015535751454,44425.95240603722,4.403288220705375e-07,26595.395222692463,1.399990054506361e-06,26595.395224092452,24769.78637298415,22136.688185693885,1.0000030670198612e-07,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1e-07,1.2221977999579394,2.427451999999903,1.00000761449337e-07,9.094947017729282e-13,0,0,176,176,optimal,optimal,26595.395222592466,26595.395222592462,24769.78637298415,0.0,0.0,5.115907697472721e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,5.684341886080802e-14,6.252776074688882e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,4.746425474665711e-14
2025-07-26,2,5,2052.015535751454,2052.015535751454,2052.015535651454,44857.29352050212,3.7313529989767515e-07,27017.760347082858,1.1000002695965122e-06,27017.76034818286,24326.129510020095,22662.850174731004,1.0000030670198612e-07,144,144,144,144,0.0,0.0,0.0,8.952838470577262e-13,1e-07,1.206232800064754,2.408452599996963,1.0001531336456537e-07,8.952838470577262e-13,0,0,177,177,optimal,optimal,27017.760346982843,27017.76034698284,24326.129510020095,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,0.0,0.0,0.0,1.1368683772161603e-13,4.547473508864641e-13,0.0,8.952838470577262e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,5.5706550482533063e-14
2025-07-27,2,5,2052.015535651454,2052.015535651454,2052.015535551454,85136.46344115591,538.4411234155284,53870.17311148191,2716.8931392564155,56587.06625073833,40052.095663582346,38367.38609375251,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,9.221265726308855e-13,1.0000413749366999e-07,1.2904415000157314,2.4986258999997517,9.998620953410864e-08,9.221265726308855e-13,0,0,178,178,optimal,optimal,53870.173111381926,53870.17311138193,40052.09566358235,0.0,0.0,1.4068746168049984e-12,0.0,0.0,0.0,0.0,2.6005864128819667e-12,9.998620953410864e-08,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.221265726308855e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-07-28,2,5,2052.015535551454,2052.015535551454,2052.0155354514536,85908.92104058148,89.07622098096924,54394.68986601358,456.9917915210553,54851.681657534624,40586.739689719376,38745.13807001038,1.0000030670198612e-07,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.0000102133744805e-07,1.267045100008545,2.483119500000612,9.999348549172282e-08,9.094947017729282e-13,0,0,179,179,optimal,optimal,54394.68986591358,54394.68986591358,40586.739689719376,0.0,0.0,1.0800249583553523e-12,0.0,0.0,4.547473508864641e-13,0.0,0.0,9.999348549172282e-08,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-07-29,2,5,2052.0155354514536,2052.0155354514536,2052.0155353514533,86499.40497018499,2.217500530998503,54680.49910894441,14.930429299995536,54695.429538244396,40224.047522805246,36888.19521621197,1.0000030670198612e-07,144,144,144,144,0.0,0.0,0.0,1.8189894035458565e-12,1.000009651761502e-07,1.2633533000043826,2.481421799999225,1.0003714123740792e-07,1.8189894035458565e-12,0,0,180,180,optimal,optimal,54680.49910884437,54680.49910884437,40224.04752280525,0.0,0.0,1.2221335055073723e-12,0.0,0.0,0.0,0.0,0.0,1.0003714123740792e-07,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,1.8189894035458565e-12,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-07-30,2,5,2052.0155353514533,2052.0155353514533,2061.4828803131486,87544.64829108308,4.805372428688445e-07,55362.899200660584,1.7000210976570996e-06,55362.899202360604,40276.423468155655,34777.04121719578,0.0,144,144,144,144,0.0,0.0,0.0,1.8189894035458565e-12,1.0000413749366999e-07,1.3241581000038423,2.6093986999985646,1.0001531336456537e-07,1.8189894035458565e-12,0,0,181,181,optimal,optimal,55362.89920056057,55362.89920056055,40276.423468155655,0.0,0.0,2.2737367544323206e-12,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0805933925841944e-13
2025-07-31,2,5,2061.4828803131486,2061.4828803131486,2061.4828802131487,87193.1284895449,5.047334501374429e-07,55054.99473919998,1.700030830999276e-06,55054.99474090001,40274.87048516228,36444.90618538324,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,1.8189894035458565e-12,1.000009651761502e-07,1.3389665999420686,2.638387500002864,1.00000761449337e-07,1.8189894035458565e-12,0,0,182,182,optimal,optimal,55054.99473909997,55054.99473909999,40274.87048516228,0.0,0.0,3.0269120543380268e-12,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,9.08073616301408e-13,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,5.456968210425811e-14
2025-08-01,2,5,2061.4828802131487,2061.4828802131487,2061.482880113149,44059.317532518704,7.753551789496354e-07,26309.023251615694,2.0999838685729625e-06,26309.023253715677,25126.48863965089,21982.14925161613,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.000009651761502e-07,1.2518481000079191,2.499613200001477,9.999712347052991e-08,9.094947017729282e-13,0,0,183,183,optimal,optimal,26309.023251515693,26309.02325151569,25126.48863965089,0.0,0.0,8.526512829121202e-13,0.0,0.0,0.0,0.0,0.0,9.999712347052991e-08,0.0,0.0,0.0,1.1368683772161603e-13,7.958078640513122e-13,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0.0,2.7284841052129056e-14
2025-08-02,2,5,2061.482880113149,2061.482880113149,2061.482880013149,44079.93713364693,3.3769519038394604e-07,26514.35408843717,1.2000139868547194e-06,26514.35408963718,24156.30363718146,21663.9934266625,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,7.576161920042068e-13,1.000009651761502e-07,1.2303549999705865,2.4656463999999687,1.00000761449337e-07,7.576161920042068e-13,0,0,184,184,optimal,optimal,26514.354088337168,26514.354088337168,24156.30363718146,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,7.576161920042068e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,2.248489181963623e-14
2025-08-03,2,5,2061.482880013149,2061.482880013149,2061.482879913149,83070.98212804968,58.13837373819722,52268.930005145085,391.8008699925127,52660.7308751376,39721.75842362856,32252.85974012085,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,4.206412995699793e-12,1.000009651761502e-07,1.2901627000246663,2.5421676999976626,1.00000761449337e-07,4.206412995699793e-12,0,0,185,185,optimal,optimal,52268.930005045084,52268.93000504508,39721.75842362856,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,1.2505552149377763e-12,0.0,1.1116046355002457e-12,0.0,0.0,4.206412995699793e-12,0.0,0.0,0.0,0.0,0.0,2.364686224429619e-14
2025-08-04,2,5,2061.482879913149,2061.482879913149,2059.013435420675,80248.38097386707,5.453689976474406e-07,50632.55727687113,1.7000163200629686e-06,50632.55727857114,38378.95203137235,31993.046314167095,2.469444492474395,144,144,144,144,0.0,2.469444492474395,2.469444492474395,5.343281372915953e-12,1.000009651761502e-07,1.2873010999901453,2.5539064000004146,9.998620953410864e-08,5.343281372915953e-12,0,0,186,186,optimal,optimal,50632.55727677114,50632.55727677116,38378.95203137235,0.0,0.0,1.0231815394945443e-12,0.0,0.0,0.0,0.0,2.842170943040401e-14,9.998620953410864e-08,0.0,0.0,0.0,1.1368683772161603e-13,5.698763786528484e-13,0.0,9.094947017729282e-13,0.0,0.0,5.343281372915953e-12,0.0,0.0,0.0,0.0,0.0,5.798028723908297e-14
2025-08-05,2,5,2059.013435420675,2059.013435420675,2059.013435320675,79000.82916306998,4.267078932600459e-07,50016.21666117336,1.3999994395755495e-06,50016.21666257336,37155.629839610265,32330.727942473743,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,1.3768739235173496e-12,1.0000413749366999e-07,1.339106100040226,2.6152771999986726,1.0001531336456537e-07,1.3768739235173496e-12,0,0,187,187,optimal,optimal,50016.216661073355,50016.21666107333,37155.62983961027,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.0001531336456537e-07,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.3768739235173496e-12,0.0,0.0,1.1368683772161603e-12,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14
2025-08-06,2,5,2059.013435320675,2059.013435320675,2026.8645556430145,77228.56952728066,2074.885016339775,49045.9138802962,7464.805832463295,56510.719712759485,36268.386495290564,32703.837257676816,32.14887967766049,144,144,144,144,0.0,32.14887967766026,32.14887967766026,1.4905607612389657e-12,1.0000098882301245e-07,1.3120093000361521,2.5603756999989855,9.997165761888027e-08,1.4905607612389657e-12,0,0,188,188,optimal,optimal,49045.913880196225,49045.913880196254,36268.38649529056,0.0,0.0,8.810729923425242e-13,0.0,0.0,0.0,0.0,0.0,9.997165761888027e-08,7.275957614183426e-12,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.4905607612389657e-12,0.0,0.0,9.094947017729282e-13,0.0,1.1368683772161603e-12,0.0,0.0,0.0,1.1368683772161603e-13
2025-08-07,2,5,2026.8645556430145,2026.8645556430145,2026.8645555430146,77042.91164513779,2.5217287292797823,49005.065340045796,17.038058684156503,49022.10339872996,35926.61434867377,33215.62376765499,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,9.094947017729282e-13,1.000009651761502e-07,1.3134471000084886,2.5656592000013916,1.00000761449337e-07,9.094947017729282e-13,0,0,189,189,optimal,optimal,49005.0653399458,49005.06533994581,35926.61434867377,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,5.698763786528484e-13,0.0,9.094947017729282e-13,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,2.273736755226414e-14
2025-08-08,2,5,2026.8645555430146,2026.8645555430146,2026.8645554430148,42505.30103811539,4.050286996650294e-07,25285.25980120207,1.4000120020597023e-06,25285.259802602086,23964.665613724737,22515.581927747495,9.999985195463523e-08,144,144,144,144,0.0,0.0,0.0,8.411049634560186e-13,1.0000016277444956e-07,1.217838099993969,2.47279410000192,1.00000761449337e-07,8.411049634560186e-13,0,0,190,190,optimal,optimal,25285.25980110207,25285.259801102075,23964.665613724737,0.0,0.0,5.684341886080801e-13,0.0,0.0,0.0,0.0,0.0,1.00000761449337e-07,0.0,0.0,0.0,1.1368683772161603e-13,5.684341886080801e-13,0.0,8.411049634560186e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0240698840937886e-14
