update_time,count,positive_count,positive_ratio,zero_count,unexpected_negative_count,mean_V_yuan,median_V_yuan,min_V_yuan,max_V_yuan,sum_V_yuan,mean_relative_value_percent,median_relative_value_percent,mean_J_fix_yuan,mean_J_roll_yuan,mean_rho
06:00,1,1,1.0,0,0,984.1827129643608,984.1827129643608,984.1827129643608,984.1827129643608,984.1827129643608,,,9.999999999999998e-08,-984.1827128643608,0.6203361283146992
12:00,1,1,1.0,0,0,75.30368949828151,75.30368949828151,75.30368949828151,75.30368949828151,75.30368949828151,,,9.999999999999998e-08,-75.30368939828152,0.5219275667876406
18:00,1,1,1.0,0,0,30.973470165879935,30.973470165879935,30.973470165879935,30.973470165879935,30.973470165879935,,,1e-07,-30.973470065879933,0.5
