date,run_label,alpha,lambda,soc_start_kwh,scenario_count_00,soc_00_kwh,plan_primary_status_00,plan_secondary_status_00,plan_cost_00_yuan,increase_00_kwh,decrease_00_kwh,scenario_count_06,soc_06_kwh,plan_primary_status_06,plan_secondary_status_06,adjustment_cost_06_yuan,increase_06_kwh,decrease_06_kwh,rho_06,scenario_count_12,soc_12_kwh,plan_primary_status_12,plan_secondary_status_12,adjustment_cost_12_yuan,increase_12_kwh,decrease_12_kwh,rho_12,scenario_count_18,soc_18_kwh,plan_primary_status_18,plan_secondary_status_18,adjustment_cost_18_yuan,increase_18_kwh,decrease_18_kwh,rho_18,soc_end_kwh,soc_min_kwh,soc_max_kwh,adjustment_cost_total_yuan,actual_emergency_purchase_kwh,actual_emergency_cost_yuan,total_actual_cost_yuan,emergency_slot_count,actual_throughput_kwh,simultaneous_slots,max_constraint_violation,actual_primary_status,actual_secondary_status,actual_tertiary_status,predicted_plan_cost_00_yuan,predicted_adjustment_cost_06_yuan,predicted_adjustment_cost_12_yuan,predicted_adjustment_cost_18_yuan
2025-02-01,Q4-3 SEARCH,0.8,1.0,6000.0,2,6000.0,optimal,optimal,17704.998134576555,0.0,0.0,2,9412.028295154325,optimal,optimal,-835.8328280117909,0.0,3016.2460072980675,0.6203361283146992,2,6894.116867746915,optimal,optimal,-63.70172974716067,2.685042090888601e-07,193.7677869331785,0.5219275667876406,2,10197.944476851852,optimal,optimal,-26.662097908108127,0.0,62.756499171063965,0.5,1200.0000001,1200.0000001,10800.0,-926.1966556670596,1.0520875733979311e-07,2e-07,16778.801479109497,0,33067.3683917867,0,1.00000761449337e-07,optimal,optimal,optimal,18731.39647195714,-814.2297012583119,-60.63598023095885,-23.401662907507554
2025-02-02,Q4-3 SEARCH,0.8,1.0,1200.0000001,3,1200.0000001,optimal,optimal,64060.004566700874,0.0,0.0,3,10800.0,optimal,optimal,-1488.9033273389132,9.157730099887885,3722.519321185425,0.630420805544078,3,7521.591452353554,optimal,optimal,-383.0582124924421,20.07642451813686,1032.646212480003,0.5328440473078151,3,10800.0,optimal,optimal,-4.779193532651367e-07,2.1649088921549262e-07,1.1651429527050834e-06,0.5,1200.0000000999999,1200.0000000999999,10800.0,-1871.9615403092748,14.533405615991875,34.2028571221853,62222.24588351378,3,42170.61486876427,0,1.0002986527979374e-07,optimal,optimal,optimal,67597.33438475637,-1538.0791806542697,-382.83466074989053,-4.422044101132217e-07
2025-02-03,Q4-3 SEARCH,0.8,1.0,1200.0000000999999,4,1200.0000000999999,optimal,optimal,66972.86227921201,0.0,0.0,4,10794.161419753087,optimal,optimal,-1993.0514874242406,0.0,4652.188913573709,0.6081206271476367,4,7630.736388465353,optimal,optimal,-619.7654490224297,0.0,1490.9125915653958,0.5188848576958215,4,10786.822222222223,optimal,optimal,23.11825388035963,11.859999999997516,1.0231815394945443e-12,0.5,1283.9915780940528,1200.0000000999999,10800.0,-2589.6986825663107,168.16601619729863,805.4645644077218,65188.62816105343,7,41082.58804217576,0,1.0001531336456537e-07,optimal,optimal,optimal,68977.70785854546,-2004.3091186809188,-612.166824923225,21.394021507337282
2025-02-04,Q4-3 SEARCH,0.8,1.0,1283.9915780940528,5,1283.9915780940528,optimal,optimal,69114.38781601924,0.0,0.0,5,10800.0,optimal,optimal,-1596.6041143339537,159.7802744378373,4296.463035780328,0.604213286359979,5,7944.716762260733,optimal,optimal,-1007.5933282785446,0.0,2526.5208754179585,0.5361436228440177,5,10792.654320987655,optimal,optimal,12.824233278066238,6.611111111109588,2.2737367544323206e-13,0.5,1200.0000001,1200.0000001,10800.0,-2591.373209334432,29.371520544730082,147.5463018748714,66670.56090855968,3,42726.23183722549,0,1.0000121619668789e-07,optimal,optimal,optimal,70643.73772415877,-1626.721158818051,-1026.7057890049775,12.366274995306558
2025-02-05,Q4-3 SEARCH,0.8,1.0,1200.0000001,6,1200.0000001,optimal,optimal,64893.08038348693,0.0,0.0,6,10800.0,optimal,optimal,-315.1550338241559,335.37775993769367,1957.0098108799652,0.6073189178332172,6,7073.663197573373,optimal,optimal,-479.1963485477338,0.0,1103.2700994747097,0.5500793609993078,6,10800.0,optimal,optimal,1.0457844528898814e-07,2.1197303930075874e-07,2.616952142165413e-07,0.5,1200.0000000999999,1200.0000000999999,10800.0,-794.3513822673112,151.68095828631175,387.3729262033103,64486.101927422926,7,43162.96854803134,0,1.0001531336456537e-07,optimal,optimal,optimal,66107.53444789513,-311.75227417404017,-481.3877187833139,1.000036379788071e-07
2025-02-06,Q4-3 SEARCH,0.8,1.0,1200.0000000999999,7,1200.0000000999999,optimal,optimal,69900.4283750735,0.0,0.0,7,10797.222530864197,optimal,optimal,-2264.1367245539004,0.0,5075.7927957385455,0.6235349872124988,7,7774.48044438556,optimal,optimal,-1335.7115186085857,0.0,3170.532126024781,0.5707119684648804,7,10796.047530864198,optimal,optimal,7.064109827773368,3.557222447746464,2.784253691316057e-07,0.5,1200.0000001,1200.0000000999999,10800.0,-3592.784133334713,69.54772372669827,150.86442401870087,66458.50866575749,5,43310.10671134117,0,1.0000121619668789e-07,optimal,optimal,optimal,72123.62018843419,-2202.407346352834,-1304.6293071770494,6.503323485444672
2025-02-07,Q4-3 SEARCH,0.8,1.0,1200.0000001,8,1200.0000001,optimal,optimal,19303.121975249713,0.0,0.0,8,9683.11007407407,optimal,optimal,-726.0279800411067,0.0,3048.087118657424,0.6423505795163891,8,7505.256504074071,optimal,optimal,-328.8363005056092,0.0,1424.6243272058073,0.6644873138638798,8,10290.618518518519,optimal,optimal,13.608128725954842,10.708333645773067,3.8572778333209447e-07,0.5,1200.0,1200.0,10800.0,-1041.256151820761,92.70863841884054,251.41563167791745,18513.28145510687,3,39116.995559896306,0,1.0000087513617473e-07,optimal,optimal,optimal,20499.615480342676,-734.5836814426392,-346.3225985769467,12.642775990074517
2025-02-08,Q4-3 SEARCH,0.8,1.0,1200.0,9,1200.0,optimal,optimal,15715.003714839077,0.0,0.0,9,8246.956446077975,optimal,optimal,-90.39661732881466,7.326614365056571,294.74512193316934,0.6251944679866634,9,7408.129102744642,optimal,optimal,-18.690594360935805,0.9439153216314935,56.56802693137328,0.7212701175370082,9,9922.138074196273,optimal,optimal,53.878941033245546,60.73194290172532,32.61064943756526,0.5,1200.0000000999996,1200.0,10800.0,-55.208270656504915,278.47511563060687,893.6173325474213,16553.412776729994,9,36219.234743169814,0,1.0000258043874055e-07,optimal,optimal,optimal,16048.0995936828,-86.56663942521394,-17.935064507940144,56.08821052347437
2025-02-09,Q4-3 SEARCH,0.8,1.0,1200.0000000999996,10,1200.0000000999996,optimal,optimal,64125.82473182687,0.0,0.0,10,10793.536111111112,optimal,optimal,-916.1972410676118,0.0,1810.2997390069952,0.6518986649382474,10,8090.770466730494,optimal,optimal,-868.4197366266601,0.0,2165.9649892646235,0.7139956059165149,10,10777.467592592593,optimal,optimal,6.37427520374395,9.570833333333995,20.381313002054224,0.5,1200.0000001,1200.0000000999996,10800.000000000002,-1778.242702490528,200.87551321119363,332.2300751599667,62679.81210449631,2,42957.02139918062,0,1.0001531336456537e-07,optimal,optimal,optimal,65362.63289217498,-926.8126691482039,-842.927036062888,6.454978462435198
2025-02-10,Q4-3 SEARCH,0.8,1.0,1200.0000001,11,1200.0000001,optimal,optimal,59136.75472964262,0.0,0.0,11,10741.27487037037,optimal,optimal,-2567.0136917751847,2.118680114839208,6124.433918115265,0.632296215923355,11,7611.218320635126,optimal,optimal,338.2559344513233,456.9376525746669,808.2677726642484,0.7122470447481396,11,9998.13888888889,optimal,optimal,-12.601780479611032,1.4000001513128835,22.333328997429618,0.5,1205.9361873396797,1200.0000001,10800.0,-2241.3595378034724,203.32081769296224,576.7327383827629,57472.12793022191,4,39763.717666529585,0,1.0000803740695119e-07,optimal,optimal,optimal,60445.921488871376,-2707.472299637114,324.45267898423424,-12.497388035838235
2025-02-11,Q4-3 SEARCH,0.8,1.0,1205.9361873396797,12,1205.9361873396797,optimal,optimal,60371.995609803984,0.0,0.0,12,10776.236749999998,optimal,optimal,-1913.2690279746469,0.2593259813581881,4499.635018776448,0.6087291375097827,12,6621.154715407464,optimal,optimal,-773.7572709546514,0.0,1863.1161007373344,0.7061748899852236,12,10800.0,optimal,optimal,-6.159733357752441,0.0,9.957537341860291,0.5,1257.4330279593564,1200.0,10800.0,-2693.1860322870507,656.8695496714137,2403.6024847285253,60082.41206224546,17,42173.75195911058,0,1.0000849215430208e-07,optimal,optimal,optimal,61400.20353087335,-2044.9132910054475,-797.535202915781,-6.173122970635482
2025-02-12,Q4-3 SEARCH,0.8,1.0,1257.4330279593564,13,1257.4330279593564,optimal,optimal,59839.69484207869,0.0,0.0,13,10800.0,optimal,optimal,-2191.0262551837764,0.0,5152.120984247505,0.6160564084196161,13,7339.720962102971,optimal,optimal,-625.5932652305796,0.0,1475.9578708963138,0.7216505498964687,13,10488.718751139764,optimal,optimal,416.7851644306187,280.1531239742105,18.66883386993311,0.5,1200.0000000999999,1199.9999999999998,10800.0,-2399.834355983737,478.9278707086204,1715.060459195139,59154.92094529009,21,45655.22350771998,0,1.0000098882301245e-07,optimal,optimal,optimal,61152.86395667642,-2239.0846637268637,-609.8097714793628,399.1802108521849
2025-02-13,Q4-3 SEARCH,0.8,1.0,1200.0000000999999,14,1200.0000000999999,optimal,optimal,55470.02438012951,0.0,0.0,14,9805.440168834019,optimal,optimal,-1673.054996871397,51.97911019734897,4476.4262957279225,0.6239763911438716,14,7394.767716242585,optimal,optimal,838.665088659189,729.2485505430191,498.36238098488,0.7152704096105844,14,10008.087563152829,optimal,optimal,-149.48893890595951,-1.1368683772161603e-13,233.10297733754686,0.5,1200.0000000999996,1200.0000000999996,10800.0,-983.8788471181674,130.71819696812366,306.5094144905246,54792.65494750186,4,41486.32381164759,0,1.000444171950221e-07,optimal,optimal,optimal,56726.397918695904,-1857.1419561792582,838.0010229921965,-138.12141394582872
2025-02-14,Q4-3 SEARCH,0.8,1.0,1200.0000000999996,14,1200.0000000999996,optimal,optimal,15509.308204519346,0.0,0.0,14,8007.293059027779,optimal,optimal,129.4099138867058,250.45388575140967,567.1732815670395,0.6139351606603018,14,6804.021748227084,optimal,optimal,254.5473154282258,260.03621056549514,-2.2737367544323206e-13,0.6610797178699424,14,9938.719884529619,optimal,optimal,137.56258595874505,116.05092245807286,-1.1368683772161603e-13,0.5,1200.0000000697278,1200.0000000697278,10800.0,521.5198152736766,119.10269159927586,204.38788124444466,16235.215901037467,7,38470.73362660741,0,1.00000761449337e-07,optimal,optimal,optimal,15307.847602528305,150.1573626484343,270.8893100083762,139.5967349261729
2025-02-15,Q4-3 SEARCH,0.8,1.0,1200.0000000697278,14,1200.0000000697278,optimal,optimal,15802.2208066919,0.0,0.0,14,6482.319765648148,optimal,optimal,-358.15283874512403,103.2589690733924,1895.7657110026385,0.6534422560226923,14,6536.327893325104,optimal,optimal,137.87754453498948,135.71532713273393,-5.684341886080802e-14,0.5906384331605111,14,10125.458911226298,optimal,optimal,193.89811708615275,157.0640447287691,0.0,0.5,1200.0000000999999,1200.0,10740.307983684079,-26.377177123981795,979.6869870431444,1924.5205575368516,17700.36418710477,18,35470.82446359303,0,1.0000030670198612e-07,optimal,optimal,optimal,15033.26226246358,-339.73373003660964,137.33076289789747,190.0578779976596
2025-02-16,Q4-3 SEARCH,0.8,1.0,1200.0000000999999,14,1200.0000000999999,optimal,optimal,59295.75944985621,0.0,0.0,14,9942.212424722224,optimal,optimal,-1822.3774148210368,102.89798333333334,4421.52172951824,0.6479058734291734,14,6065.5822550012745,optimal,optimal,-133.25802067882182,0.0,289.5042350236608,0.5846020608283324,14,10408.404009445134,optimal,optimal,267.6794349701312,311.60790424231055,0.0,0.5,1200.00000005144,1200.00000005144,10726.33910215786,-1687.9560005297276,18.36457514711929,39.667482312617,57647.4709316391,1,41563.26053179623,0,1.0000803740695119e-07,optimal,optimal,optimal,59735.0818082921,-1871.2865945859592,-133.1694692184691,267.26634659081094
2025-02-17,Q4-3 SEARCH,0.8,1.0,1200.00000005144,14,1200.00000005144,optimal,optimal,58751.1310888486,0.0,0.0,14,10158.254457556055,optimal,optimal,-2064.649467532226,138.888399397986,5481.020420154526,0.6703462412443004,14,8076.8435913621815,optimal,optimal,-999.6860026397143,20.412967045058053,2848.9619245204976,0.5739117568211114,14,10395.28554974115,optimal,optimal,199.47749071965399,211.91626434943186,0.0,0.5,1200.0000000999999,1200.00000005144,10468.377847363787,-2864.8579794522866,31.40754175120309,65.01781544999032,55951.2909248463,2,38796.15712289591,0,1.0000030670198612e-07,optimal,optimal,optimal,57917.78335265802,-2124.420165437879,-1004.6162875585293,190.62199699662884
2025-02-18,Q4-3 SEARCH,0.8,1.0,1200.0000000999999,14,1200.0000000999999,optimal,optimal,51041.2341086653,0.0,0.0,14,9947.264111111112,optimal,optimal,489.3072130983662,617.8058767847771,68.85946342492389,0.7300710487666738,14,7495.027841483819,optimal,optimal,-122.34956952115826,0.0,211.2180778516382,0.5798435495271779,14,9308.59350535103,optimal,optimal,894.8790573156198,534.8290105416725,2.2737367544323206e-13,0.5,1290.8402775505544,1200.0000000999999,10159.55873305808,1261.8367008928276,623.101534946971,2788.8370829566966,55091.90789251483,11,36466.37372613137,0,1.0000167094403878e-07,optimal,optimal,optimal,51569.088314750545,502.93301301415994,-116.15619237416901,854.6380865221502
2025-02-19,Q4-3 SEARCH,0.8,1.0,1290.8402775505544,14,1290.8402775505544,optimal,optimal,51780.40326704664,0.0,0.0,14,9341.610256737633,optimal,optimal,-162.60841939036703,182.63311815605164,1152.790202482407,0.7097006428897662,14,5769.225388771319,optimal,optimal,2294.4293311263787,2090.2043116890773,50.93594576669409,0.5568894837691477,14,9542.241735390997,optimal,optimal,156.69717315174924,211.25661453590965,0.0,0.5,1200.0000000505995,1200.0,10495.74779833939,2288.518084887761,292.15955382563686,780.1046784630742,54849.02603039748,11,39779.82059367982,0,1.0000456995840068e-07,optimal,optimal,optimal,51672.51166206667,-187.09984042921937,2303.264466879343,158.80101235986436
2025-02-20,Q4-3 SEARCH,0.8,1.0,1200.0000000505995,14,1200.0000000505995,optimal,optimal,54598.610926763526,0.0,0.0,14,10514.421633470367,optimal,optimal,497.922421797301,1034.2560108151679,1931.889783130333,0.6941123663921002,14,6743.136553515921,optimal,optimal,-324.0177111442184,8.835107224964304,946.4803950080786,0.5773763433242316,14,10649.186194704936,optimal,optimal,47.98619520970683,80.30899852359109,0.0,0.5,1200.0000001,1200.0000000505995,10800.0,221.89090586278942,36.14763358793281,75.27458948863685,54895.776422114955,2,40822.23218783762,0,1.00000761449337e-07,optimal,optimal,optimal,53321.06166083798,510.1029389020472,-321.9737290597485,56.62913744640091
2025-02-21,Q4-3 SEARCH,0.8,1.0,1200.0000001,14,1200.0000001,optimal,optimal,14906.529402459248,0.0,0.0,14,6922.227298717621,optimal,optimal,16.70213547500142,29.442679657419603,38.87806284937369,0.6807243089816691,14,8079.730526865769,optimal,optimal,86.59936380300832,89.45614194333258,32.6275690668776,0.6081860077554624,14,9770.923712962964,optimal,optimal,321.09046238337453,249.5752743168774,0.0,0.5,1199.9999999999998,1199.9999999999998,10437.56411877135,424.39196166138424,350.9967614548947,1243.5862484483105,16574.50761256894,11,36386.211033665284,0,1.00000761449337e-07,optimal,optimal,optimal,14319.404215563944,18.011403430609114,86.5221707199245,319.0521267537717
2025-02-22,Q4-3 SEARCH,0.8,1.0,1199.9999999999998,14,1199.9999999999998,optimal,optimal,15100.109110173089,0.0,0.0,14,6095.7005838686155,optimal,optimal,337.8491401863197,386.2726396095025,59.88692213271877,0.6548405726401891,14,7078.572937246088,optimal,optimal,-94.9494341732707,0.0,352.07973095209263,0.6266667170020838,14,9803.548083996291,optimal,optimal,557.1771514355287,440.18875979796553,0.0,0.5,1200.0000000553068,1199.9999999999998,10537.801057179582,800.0768574485777,138.38278093611848,327.6779652139149,16227.863932835582,4,34187.193033006624,0,1.00000761449337e-07,optimal,optimal,optimal,14913.943261386314,332.72205170206064,-98.50449130892852,537.9491361548899
2025-02-23,Q4-3 SEARCH,0.8,1.0,1200.0000000553068,14,1200.0000000553068,optimal,optimal,53260.69562657119,0.0,0.0,14,9773.632538425925,optimal,optimal,744.30486072534,772.7858710258411,218.27913528990575,0.642413030745127,14,6093.368286505957,optimal,optimal,-673.1206109998602,0.0,1692.207291559817,0.644139191617846,14,10714.350517347482,optimal,optimal,78.53418883158096,68.67628090591175,0.0,0.5,1200.0000001,1200.0,10799.999999999998,149.7184385570607,68.69943338385654,147.27113243958627,53557.68519756784,3,44699.63610466194,0,1.0000803740695119e-07,optimal,optimal,optimal,53319.216754002795,833.8310536213597,-653.7694576582369,75.04742081920918
2025-02-24,Q4-3 SEARCH,0.8,1.0,1200.0000001,14,1200.0000001,optimal,optimal,50984.73087434984,0.0,0.0,14,9954.412277777777,optimal,optimal,819.5054431697952,1016.9626179234854,15.054577156821779,0.6201905997217892,14,7119.899612442567,optimal,optimal,-617.1817334684945,0.0,1480.4509872416404,0.6697042553529229,14,10431.193292004826,optimal,optimal,569.0287676097041,322.6377038623225,0.0,0.5,1200.0000000999999,1200.0000000999999,10800.0,771.3524773110048,100.75288138827827,557.5891367643167,52313.67248842517,4,37969.38614963376,0,1.0000803740695119e-07,optimal,optimal,optimal,50895.46747054356,843.850691371371,-618.4713701431256,558.6146794662511
2025-02-25,Q4-3 SEARCH,0.8,1.0,1200.0000000999999,14,1200.0000000999999,optimal,optimal,51733.09069885958,0.0,0.0,14,10188.917193981486,optimal,optimal,20.238034827656406,508.05446791868906,1457.288152061949,0.5659958479968336,14,7909.400593110673,optimal,optimal,-1096.1368818158753,0.0,3269.295419026664,0.6663253470070647,14,10638.403488998922,optimal,optimal,232.0153364204671,136.1485265676372,3.410605131648481e-13,0.5,1200.0,1200.0,10740.763453357838,-843.8835105677517,62.31720834136268,130.21773055379958,51019.42491884563,2,38489.71888902357,0,1.0000030670198612e-07,optimal,optimal,optimal,51972.060967543664,23.939503461325444,-1162.1185786179055,220.25347062929274
2025-02-26,Q4-3 SEARCH,0.8,1.0,1200.0,14,1200.0,optimal,optimal,47364.70848552661,0.0,0.0,14,9816.849829444442,optimal,optimal,1304.375770032348,1397.1401383629354,0.0,0.5725853594492636,14,6560.413460989664,optimal,optimal,1669.2919515205924,1456.9584475500956,41.01301448753304,0.6948286788827562,14,9612.88463445865,optimal,optimal,622.0963348366378,363.4704956538809,0.0,0.5,1229.42611045283,1200.0,10713.349755370367,3595.7640563895784,141.34444127433608,793.8492874125319,51754.321829328714,5,43085.74410793529,0,1.0000053407566156e-07,optimal,optimal,optimal,46732.13315174384,1329.5539249607286,1579.4854167109802,613.7882277753482
2025-02-27,Q4-3 SEARCH,0.8,1.0,1229.42611045283,14,1229.42611045283,optimal,optimal,47741.35509863963,0.0,0.0,14,9917.442592592593,optimal,optimal,4.495930673931083,295.51342036454093,1015.5271814873513,0.5833796644757399,14,6823.927503349183,optimal,optimal,79.36315077814692,122.1770459675693,220.03635109860176,0.694164167752262,14,9488.456255641013,optimal,optimal,638.6443644227952,473.4537080229233,0.0,0.5,1200.0000001,1200.0000001,10800.0,722.5034458748733,67.7343885376447,374.5345001793281,48838.393044693825,3,41744.005810538394,0,1.0001531336456537e-07,optimal,optimal,optimal,49134.85264610652,-47.62610154523359,77.66209714881464,636.5664464001957
2025-02-28,Q4-3 SEARCH,0.8,1.0,1200.0000001,14,1200.0000001,optimal,optimal,14266.79273332078,0.0,0.0,14,5914.172738456291,optimal,optimal,30.82010600044809,118.18745049490926,265.747215190058,0.5840047976994293,14,9034.26697863582,optimal,optimal,66.50096997865147,81.59776360570183,75.53317485667898,0.6861676199693404,14,9648.412324074074,optimal,optimal,365.9370486662999,280.5972440358677,0.0,0.5,1200.0,1200.0,10429.114897418012,463.25812464539945,117.12602774744143,375.6696099596543,15105.720467925834,5,35453.458992492735,0,1.00000761449337e-07,optimal,optimal,optimal,14170.466839807066,26.968545615148418,67.07295180058205,348.7260531930881
2025-03-01,Q4-3 SEARCH,0.8,1.0,1200.0,14,1200.0,optimal,optimal,16164.07818211346,0.0,0.0,14,7900.4240637037,optimal,optimal,-627.5842403897091,0.0,3794.8725546818196,0.5715688806782705,14,9504.634033148144,optimal,optimal,-67.20317508213202,0.0,232.5547612000069,0.6753199760646394,14,9817.88500925926,optimal,optimal,299.38559452858743,244.61912732590798,0.0,0.5,1200.0000000999999,1200.0,10438.26271443883,-395.40182094325365,53.750494791357056,217.551713791853,15986.228074962059,4,32662.362388015772,0,1.0000258043874055e-07,optimal,optimal,optimal,16188.576629600735,-582.266390296888,-68.7351009549428,279.08676961893997
2025-03-02,Q4-3 SEARCH,0.8,1.0,1200.0000000999999,14,1200.0000000999999,optimal,optimal,56219.292492666216,0.0,0.0,14,10799.999999999998,optimal,optimal,538.5153282109574,682.3491332744994,789.1389868422959,0.5859467581707153,14,8130.358646711104,optimal,optimal,-1211.6491688192273,0.0,2922.065685574264,0.6744831662607093,14,9570.668606949868,optimal,optimal,363.875319912989,365.3680823913206,0.0,0.5,1225.0837390870065,1200.0,10800.0,-309.2585206952809,26.516381504703233,77.70971798082084,55987.743689951756,3,37875.23649529738,0,1.000009651761502e-07,optimal,optimal,optimal,55647.74135581998,560.0359867493091,-1086.4811595287836,371.8889903893386
2025-03-03,Q4-3 SEARCH,0.8,1.0,1225.0837390870065,14,1225.0837390870065,optimal,optimal,57672.14951832958,0.0,0.0,14,10749.295282499997,optimal,optimal,-1260.7240894627964,410.7372408589251,4188.304139553802,0.5977997556604822,14,8020.38088124263,optimal,optimal,-568.4351422083811,149.89770919199748,2151.621223752026,0.6631549236624823,14,10344.7048287966,optimal,optimal,21.376961546988564,37.04525103053292,9.47050643607717e-07,0.5,1200.0000000577652,1200.0000000577652,10785.888673000904,-1807.7822701241892,7.656666813294054,14.727598633335486,55879.09484683872,1,41548.34919296626,0,1.0000030670198612e-07,optimal,optimal,optimal,56966.03336119802,-1104.2490897426987,-506.92583515284866,26.452659684785583
2025-03-04,Q4-3 SEARCH,0.8,1.0,1200.0000000577652,14,1200.0000000577652,optimal,optimal,50450.3655076977,0.0,0.0,14,10005.065740740742,optimal,optimal,327.1654626878099,517.9638268808469,302.98004309282,0.6143047116896048,14,7881.579912477906,optimal,optimal,-511.0126731617222,0.0,1567.5535811121792,0.6618508705692833,14,9470.38962737676,optimal,optimal,527.0945341188304,480.7976686942483,0.0,0.5,1206.718833985439,1200.0000000457908,10800.0,343.24732364491814,220.11872633545198,863.4113684164419,51657.02419975906,8,36750.086412858334,0,1.0000803740695119e-07,optimal,optimal,optimal,49815.68298898491,297.4520037622781,-468.9335704456251,548.0588334595806
2025-03-05,Q4-3 SEARCH,0.8,1.0,1206.718833985439,14,1206.718833985439,optimal,optimal,52204.86760953284,0.0,0.0,14,9932.45277777778,optimal,optimal,-976.8768563838238,44.44168849925347,2589.449913026556,0.615307660510601,14,8483.729170333649,optimal,optimal,-1521.895472983505,62.00002578717954,4354.673985670365,0.6095466662302056,14,10182.870296296293,optimal,optimal,466.72364118273276,417.17360791667204,0.0,0.5,1200.0,1200.0,10800.000000000002,-2032.0486881845961,135.539320943956,597.020388231193,50769.83930957944,5,38445.83591288795,0,1.0000030670198612e-07,optimal,optimal,optimal,53238.5918138165,-948.0064659747956,-1514.4801448899457,456.4156934831982
