date,run_label,alpha,lambda,soc_start_kwh,scenario_count_00,soc_00_kwh,plan_primary_status_00,plan_secondary_status_00,plan_cost_00_yuan,increase_00_kwh,decrease_00_kwh,scenario_count_06,soc_06_kwh,plan_primary_status_06,plan_secondary_status_06,adjustment_cost_06_yuan,increase_06_kwh,decrease_06_kwh,rho_06,scenario_count_12,soc_12_kwh,plan_primary_status_12,plan_secondary_status_12,adjustment_cost_12_yuan,increase_12_kwh,decrease_12_kwh,rho_12,scenario_count_18,soc_18_kwh,plan_primary_status_18,plan_secondary_status_18,adjustment_cost_18_yuan,increase_18_kwh,decrease_18_kwh,rho_18,soc_end_kwh,soc_min_kwh,soc_max_kwh,adjustment_cost_total_yuan,actual_emergency_purchase_kwh,actual_emergency_cost_yuan,total_actual_cost_yuan,emergency_slot_count,actual_throughput_kwh,simultaneous_slots,max_constraint_violation,actual_primary_status,actual_secondary_status,actual_tertiary_status
2025-02-01,ANNUAL REFERENCE ONLY,0.95,0.25,6000.0,2,6000.0,optimal,optimal,21719.94543355953,0.0,0.0,2,9642.039444444446,optimal,optimal,-984.1827128643608,0.0,3016.4040319831397,0.6203361283146992,2,7124.128017037038,optimal,optimal,-75.30368939828152,0.0,195.58070701927818,0.5219275667876406,2,10197.944476851852,optimal,optimal,-30.973470065879933,0.0,62.756499171064675,0.5,1200.0000001,1200.0000001,10800.000000000002,-1090.4598723285221,31.8888543286636,115.43195186619919,20744.917513097203,2,30842.75540372068,0,1.0000030670198612e-07,optimal,optimal,optimal
2025-02-02,ANNUAL REFERENCE ONLY,0.95,0.25,1200.0000001,3,1200.0000001,optimal,optimal,57517.54812983773,0.0,0.0,3,10771.232306534266,optimal,optimal,-1230.905150597035,9.157730099887885,3718.264355536664,0.630420805544078,3,7656.592467969518,optimal,optimal,-331.93170582898233,29.538682462047518,1163.922857494195,0.5328440473078151,3,10800.0,optimal,optimal,9.99963620211929e-08,1.57972224536069e-07,1.1368683772161603e-13,0.5,1225.0407358327361,1200.0000001,10800.0,-1562.8368563260208,12.212987546772625,26.459437518749873,55981.170711030456,1,40766.17092579353,0,1.0000485417549498e-07,optimal,optimal,optimal
2025-02-03,ANNUAL REFERENCE ONLY,0.95,0.25,1225.0407358327361,4,1225.0407358327361,optimal,optimal,59093.48325071162,0.0,0.0,4,10794.161419753087,optimal,optimal,-1626.7411086855363,0.0,4624.54250346484,0.6081206271476367,4,7638.409423039329,optimal,optimal,-515.3194351759748,0.0,1537.8957574876702,0.5188848576958215,4,10786.822222222223,optimal,optimal,22.276638099995733,11.859999999999198,0.0,0.5,1277.7602025957517,1225.0407358327361,10800.0,-2119.7839057615156,104.40272012886243,391.4275183615578,57365.12686331167,6,41442.29992097204,0,1.0001531336456537e-07,optimal,optimal,optimal
2025-02-04,ANNUAL REFERENCE ONLY,0.95,0.25,1277.7602025957517,5,1277.7602025957517,optimal,optimal,60971.52230515436,0.0,0.0,5,10799.999999999998,optimal,optimal,-1334.8143194555166,159.7802744378369,4231.801876667028,0.604213286359979,5,7942.732885092671,optimal,optimal,-848.0840445519361,0.0,2483.7646664562267,0.5361436228440177,5,10792.654320987655,optimal,optimal,12.41765010000305,6.611111111110888,0.0,0.5,1274.1064432698436,1274.1064432698436,10800.0,-2170.48071390745,83.70572715419613,223.29167144809873,59024.33326269501,6,42191.69591483348,0,1.000128122541355e-07,optimal,optimal,optimal
2025-02-05,ANNUAL REFERENCE ONLY,0.95,0.25,1274.1064432698436,6,1274.1064432698436,optimal,optimal,57353.28572830621,0.0,0.0,6,10800.0,optimal,optimal,-267.1869822436353,336.8706296869674,1899.7964132362313,0.6073189178332172,6,7057.38118332164,optimal,optimal,-408.1269078834092,0.0,1094.727401753643,0.5500793609993078,6,10800.000000000002,optimal,optimal,1e-07,2.1627885116566735e-07,1.751877968965586e-07,0.5,1277.087736885722,1274.1064432698436,10800.000000000002,-675.3138900270445,134.38244404140931,426.80301909670857,57104.77485737588,7,42260.00712871004,0,1.000112206384074e-07,optimal,optimal,optimal
2025-02-06,ANNUAL REFERENCE ONLY,0.95,0.25,1277.087736885722,7,1277.087736885722,optimal,optimal,61391.93015291432,0.0,0.0,7,10797.222530864196,optimal,optimal,-1815.5893762733037,0.0,4965.723174539264,0.6235349872124988,7,7765.6333975336265,optimal,optimal,-1117.347604301002,0.0,3153.4712019724875,0.5707119684648804,7,10796.047530864198,optimal,optimal,6.681530599990913,3.5572222222226153,1.2505552149377763e-12,0.5,1278.704378157239,1277.087736885722,10800.0,-2926.255449974315,106.1639473700991,232.25368047291937,58697.928383412924,4,41791.39170871304,0,1.0000508154917043e-07,optimal,optimal,optimal
2025-02-07,ANNUAL REFERENCE ONLY,0.95,0.25,1278.704378157239,8,1278.704378157239,optimal,optimal,23851.720728373555,0.0,0.0,8,10018.20918856481,optimal,optimal,-910.8759252884272,0.0,3046.1689953387045,0.6423505795163891,8,7397.719001932886,optimal,optimal,-478.11078029289183,0.0,1639.8628938072286,0.6644873138638798,8,9857.922070987655,optimal,optimal,-9.330032625282763,2.1627473185877364e-07,18.903926272400938,0.5,1320.8816027725682,1210.2488996913573,10800.0,-1398.3167382066017,107.51145435483443,426.8322420687707,22880.236232235722,4,35506.69757674809,0,1.0000258043874055e-07,optimal,optimal,optimal
2025-02-08,ANNUAL REFERENCE ONLY,0.95,0.25,1320.8816027725682,9,1320.8816027725682,optimal,optimal,19424.54803483171,0.0,0.0,9,8242.787496749028,optimal,optimal,-104.94118497429997,7.326614365056685,294.74521284242746,0.6251944679866634,9,7403.960153415694,optimal,optimal,-22.441887260215324,0.9439153216314935,56.56841389200303,0.7212701175370082,9,9849.687000841885,optimal,optimal,180.92621674656235,125.93790892067346,35.08105583333514,0.5,1340.9964118699256,1268.093527777773,10800.0,53.54314451204705,247.85580413339528,880.1652818265566,20358.256461170316,15,34607.403620368554,0,1.000043994281441e-07,optimal,optimal,optimal
2025-02-09,ANNUAL REFERENCE ONLY,0.95,0.25,1340.9964118699256,10,1340.9964118699256,optimal,optimal,56985.85712554536,0.0,0.0,10,10798.012861111112,optimal,optimal,-768.4629026791162,0.36215565518421045,1818.4737788712857,0.6518986649382474,10,8071.035553913798,optimal,optimal,-699.8100620893537,1.3160633682961134,2184.3392496489305,0.7139956059165149,10,10767.603727927324,optimal,optimal,21.80114135740147,18.44831153207531,15.398746906124279,0.5,1294.772563116267,1290.434279907404,10800.000000000002,-1446.4718234110683,125.97083898409305,472.01529352389144,56011.40059565818,6,41305.682199819414,0,1.0000962902267929e-07,optimal,optimal,optimal
2025-02-10,ANNUAL REFERENCE ONLY,0.95,0.25,1294.772563116267,11,1294.772563116267,optimal,optimal,54050.6707679425,0.0,0.0,11,10166.123414552472,optimal,optimal,-2221.285385539967,0.302668587834205,6211.445603563928,0.632296215923355,11,7605.153757887789,optimal,optimal,334.3385341191512,486.18562330863205,791.7726682287674,0.7122470447481396,11,10800.0,optimal,optimal,-11.562962377342807,0.0,28.820693294277767,0.5,1204.7374252454226,1204.7374252454226,10800.000000000002,-1898.5098137981588,202.71168247792588,482.7860116731452,52634.946965817486,4,40905.698186426234,0,1.0000803740695119e-07,optimal,optimal,optimal
2025-02-11,ANNUAL REFERENCE ONLY,0.95,0.25,1204.7374252454226,12,1204.7374252454226,optimal,optimal,54941.78268913883,0.0,0.0,12,9885.878620370368,optimal,optimal,-1713.5635435201339,0.05186519627159214,4468.0220903920335,0.6087291375097827,12,6734.128055948089,optimal,optimal,-696.6548579705568,0.0,1839.0598780526966,0.7061748899852236,12,10800.0,optimal,optimal,-11.182430956389762,0.0,27.040845675193236,0.5,1268.9469032395027,1200.0,10800.0,-2421.4008324470806,680.1319924307109,2116.581048799707,54636.96290549146,18,42618.47186958189,0,1.0000508154917043e-07,optimal,optimal,optimal
2025-02-12,ANNUAL REFERENCE ONLY,0.95,0.25,1268.9469032395027,13,1268.9469032395027,optimal,optimal,54505.414800222825,0.0,0.0,13,10559.814568395064,optimal,optimal,-1894.4912999621015,0.6889335652032287,5187.313764245166,0.6160564084196161,13,7380.463001757216,optimal,optimal,-506.80962986016016,2.878439202735649,1506.5016477441025,0.7216505498964687,13,10618.715140459813,optimal,optimal,225.341779800022,163.1563735861706,9.985632402388546,0.5,1269.2048637080843,1199.9999999999998,10800.0,-2175.9591500222396,702.5471452391791,2420.697835601829,54750.15348580242,27,41847.084116367085,0,1.0000030670198612e-07,optimal,optimal,optimal
2025-02-13,ANNUAL REFERENCE ONLY,0.95,0.25,1269.2048637080843,14,1269.2048637080843,optimal,optimal,50956.88937579142,0.0,0.0,14,9794.124149598754,optimal,optimal,-1496.1226828871954,55.45330379013001,4482.683215070172,0.6239763911438716,14,7441.310768608463,optimal,optimal,688.6393673473642,742.9213822125729,498.43190383672885,0.7152704096105844,14,10800.0,optimal,optimal,-31.900032551672513,0.0,49.5303666666645,0.5,1406.9839886141795,1269.2048637080843,10800.0,-839.3833480915038,147.44205033078637,483.910900452083,50601.41692815199,4,40502.306162240195,0,1.0000360362028005e-07,optimal,optimal,optimal
2025-02-14,ANNUAL REFERENCE ONLY,0.95,0.25,1406.9839886141795,14,1406.9839886141795,optimal,optimal,19000.86169863848,0.0,0.0,14,8092.513494257855,optimal,optimal,178.05722758266813,235.85622848557708,375.7658069444444,0.6139351606603018,14,6890.333610368964,optimal,optimal,332.4394760038332,265.6132466541473,-1.1368683772161603e-13,0.6610797178699424,14,9972.387262513801,optimal,optimal,157.91968373222258,112.6432147990065,-1.1368683772161603e-13,0.5,1337.0764874779113,1337.0764874779113,10800.0,668.4163873187239,75.79765172098224,162.6917339269933,19831.969819884198,5,33620.68349922786,0,1.0000803740695119e-07,optimal,optimal,optimal
2025-02-15,ANNUAL REFERENCE ONLY,0.95,0.25,1337.0764874779113,14,1337.0764874779113,optimal,optimal,18855.346336582355,0.0,0.0,14,6542.248495185184,optimal,optimal,-436.6340829935135,0.0,1337.692404444996,0.6534422560226923,14,6527.794023086344,optimal,optimal,218.7388665610553,182.243283120529,0.0,0.5906384331605111,14,9898.398224403089,optimal,optimal,223.3145793100622,161.34459206221214,1.1368683772161603e-13,0.5,1211.4916667706664,1200.0,10753.816687048293,5.419362877603959,610.0602810400337,1664.592710422824,20525.358409882785,19,33393.4398522757,0,1.000043994281441e-07,optimal,optimal,optimal
