date,slot,price_yuan_per_kwh,grid_purchase_plan_kwh,load_actual_kwh,pv_actual_kwh,soc_real_start_kwh,soc_real_end_kwh,plan_terminal_soc_kwh,x_real_kwh,y_real_kwh,q_real_kwh,z_real_kwh,emergency_purchase_kwh,planned_cost_slot_yuan,emergency_cost_slot_yuan,total_cost_slot_yuan,effective_contract_kwh,load_forecast_kwh,pv_forecast_kwh,run_label,rolling_primary_status,rolling_secondary_status,rolling_tertiary_status,rolling_primary_star,rolling_terminal_gap_star,rolling_max_violation,rolling_tertiary_throughput_star,source_time
2025-10-08,135,0.4198,523.7299999999999,573.0616666666666,0.0,1906.5917285344926,1851.7787655715297,1785.3498117678264,0.0,523.7299999999999,0.0,49.331666666666706,0.0,219.86185399999997,0.0,219.86185399999997,523.7299999999999,560.2908333333332,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000030670198612e-07,121.24191666666593,22:30:00
2025-10-08,136,0.4186,571.4370083333333,554.7825833333333,0.0,1851.7787655715297,1851.7787655715297,1785.3498117678264,0.0,571.4370083333333,0.0,0.0,0.0,239.20353168833336,0.0,239.20353168833336,571.4370083333333,569.5979666666666,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000030670198612e-07,66.42895370370297,22:40:00
2025-10-08,137,0.4241,587.0401166666666,535.7237333333333,0.0,1851.7787655715297,1851.7787655715297,1785.3498117678264,0.0,587.0401166666666,0.0,0.0,0.0,248.9637134783333,0.0,248.9637134783333,587.0401166666666,581.5552333333333,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000030670198612e-07,66.42895370370206,22:50:00
2025-10-08,138,0.4237,565.4475,526.9649999999999,0.0,1851.7787655715297,1851.7787655715297,1785.3498117678264,0.0,565.4475,0.0,0.0,0.0,239.58010575,0.0,239.58010575,565.4475,581.2816666666666,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000030670198612e-07,66.42895370370297,23:00:00
2025-10-08,139,0.4248,603.306075,525.7925833333334,0.0,1851.7787655715297,1851.7787655715297,1785.3498117678264,0.0,603.306075,0.0,0.0,0.0,256.28442065999997,0.0,256.28442065999997,603.306075,578.480475,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000030670198612e-07,66.42895370370297,23:10:00
2025-10-08,140,0.424,625.6073499999998,547.7074333333333,0.0,1851.7787655715297,1851.7787655715297,1785.3498117678264,0.0,625.6073499999998,0.0,0.0,0.0,265.2575163999999,0.0,265.2575163999999,625.6073499999998,568.546825,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000030670198612e-07,66.42895370370297,23:20:00
2025-10-08,141,0.422,619.345,568.48,0.0,1851.7787655715297,1785.3498118678265,1785.3498117678264,0.0,619.345,0.0,59.786058333332875,0.0,261.36359,0.0,261.36359,619.345,565.1008333333333,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000030670198612e-07,66.42895370370297,23:30:00
2025-10-08,142,0.424,646.5917500000022,546.9609166666667,0.0,1785.3498118678265,1785.3498118678265,1785.3498117678264,0.0,646.5917500000022,0.0,0.0,0.0,274.1549020000009,0.0,274.1549020000009,646.5917500000022,589.3898166666667,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1e-07,-2.2737367544323206e-13,23:40:00
2025-10-08,143,0.4271,646.9983333333334,548.2731666666666,0.0,1785.3498118678265,1785.3498118678265,1785.3498117678264,0.0,646.9983333333334,0.0,0.0,4.6827440880355886e-08,276.3329881666667,1e-07,276.33298826666675,646.9983333333334,606.1077416666667,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000007932831068e-07,2.2737367544323206e-13,23:50:00
2025-10-08,144,0.4276,604.335,573.2933333333333,0.0,1785.3498118678265,1785.3498118678265,1785.3498117678264,0.0,604.335,0.0,0.0,0.0,258.413646,0.0,258.413646,604.335,597.2891666666667,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,0.0,0.0,1.0000007932831068e-07,0.0,0:00+1
2025-10-09,1,0.4248,1363.3321,559.41595,0.0,1785.3498118678265,2420.446423823455,1199.9999999999998,705.6629021729206,657.6691978270795,0.0,0.0,0.0,579.14347608,0.0,579.14347608,1363.3321,578.3546833333332,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921432,0.0,1e-07,36821.046112228294,00:10:00
2025-10-09,2,0.4245,1357.7149166666668,552.8238333333334,0.0,2420.446423823455,3128.7416613234573,1199.9999999999998,786.9947083333356,570.7202083333312,0.0,0.0,0.0,576.349982125,0.0,576.349982125,1357.7149166666668,570.7202083333333,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,36185.949500272654,00:20:00
2025-10-09,3,0.4269,1412.0058333333334,571.0866666666666,0.0,3128.7416613234573,3875.827161323457,1199.9999999999998,830.0949999999998,581.9108333333336,0.0,0.0,0.0,602.78529025,0.0,602.78529025,1412.0058333333334,581.9108333333334,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,35477.654262772645,00:30:00
2025-10-09,4,0.4272,1444.3975416666667,581.4754166666667,0.0,3875.827161323457,4625.8271613234565,1199.9999999999998,833.3333333333319,611.0642083333348,0.0,-9.094947017729282e-13,0.0,617.0466298,0.0,617.0466298,1444.3975416666667,599.7496249999999,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,34730.56876277266,00:40:00
2025-10-09,5,0.4271,1445.75365,577.8313166666667,0.0,4625.8271613234565,5035.309498453085,1199.9999999999998,454.9803745884766,990.7732754115235,0.0,0.0,0.0,617.481383915,0.0,617.481383915,1445.75365,595.2598833333333,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,33980.56876277266,00:50:00
2025-10-09,6,0.4285,1390.87,572.8766666666667,0.0,5035.309498453085,5771.503498453085,1199.9999999999998,817.9933333333332,572.8766666666667,0.0,0.0,0.0,595.9877949999999,0.0,595.9877949999999,1390.87,577.3758333333333,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,33571.08642564302,01:00:00
2025-10-09,7,0.4311,733.689507041938,583.2206166666666,0.0,5771.503498453085,5906.925499790829,1199.9999999999998,150.46889037527137,583.2206166666666,0.0,0.0,0.0,316.2935464857795,0.0,316.2935464857795,733.689507041938,583.8665416666666,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,32834.89242564303,01:10:00
2025-10-09,8,0.4302,1454.132525,594.8606666666667,0.0,5906.925499790829,6656.925499790828,1199.9999999999998,833.3333333333334,620.7991916666666,0.0,9.094947017729282e-13,0.0,625.567812255,0.0,625.567812255,1454.132525,600.3623666666666,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,32699.470424305284,01:20:00
2025-10-09,9,0.4279,1427.3474999999999,592.7883333333333,0.0,6656.925499790828,7406.925499790827,1199.9999999999998,833.3333333333334,594.0141666666665,0.0,7.958078640513122e-13,0.0,610.7619952499999,0.0,610.7619952499999,1427.3474999999999,605.925,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921432,0.0,1e-07,31949.47042430529,01:30:00
2025-10-09,10,0.4312,572.7529749470444,575.5744833333333,0.0,7406.925499790827,7403.790490472728,1199.9999999999998,0.0,572.7529749470444,0.0,2.8215083862888832,0.0,246.97108279716556,0.0,246.97108279716556,572.7529749470444,592.6186499999999,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,31161.594498379367,01:40:00
2025-10-09,11,0.4333,566.5900416666666,568.3465666666666,0.0,7403.790490472728,7401.8387960282835,1199.9999999999998,0.0,566.5900416666666,0.0,1.7565250000000106,0.0,245.50346505416664,0.0,245.50346505416664,566.5900416666666,576.837175,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,31139.591470542757,01:50:00
2025-10-09,12,0.4311,1377.6675,587.7149999999999,0.0,7401.8387960282835,8112.796046028284,1199.9999999999998,789.9525000000001,587.7149999999999,0.0,0.0,0.0,593.91245925,0.0,593.91245925,1377.6675,581.6033333333334,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,31137.639776098316,02:00:00
2025-10-09,13,0.4293,1418.9093333333335,623.7197333333334,0.0,8112.796046028284,8828.466686028283,1199.9999999999998,795.1896000000002,623.7197333333334,0.0,0.0,0.0,609.1377768000001,0.0,609.1377768000001,1418.9093333333335,615.1430083333333,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,30426.682526098317,02:10:00
2025-10-09,14,0.4324,641.6458999999999,623.41715,0.0,8828.466686028283,8844.872561028284,1199.9999999999998,18.228749999999877,623.41715,0.0,0.0,0.0,277.44768715999993,0.0,277.44768715999993,641.6458999999999,626.3086583333333,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,29711.011886098306,02:20:00
2025-10-09,15,0.4367,617.4408333333332,590.88,0.0,8844.872561028284,8868.777311028283,1199.9999999999998,26.56083333333322,590.88,0.0,0.0,0.0,269.6364119166666,0.0,269.6364119166666,617.4408333333332,601.5274999999999,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,29694.60601109831,02:30:00
2025-10-09,16,0.4348,571.266975,582.5605499999999,0.0,8868.777311028283,8856.228894361617,1199.9999999999998,0.0,571.266975,0.0,11.293574999999919,0.0,248.38688073,0.0,248.38688073,571.266975,578.7392166666666,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,29679.19311295016,02:40:00
2025-10-09,17,0.4335,583.1917916666666,594.1272166666666,0.0,8856.228894361617,8844.078422139395,1199.9999999999998,0.0,583.1917916666666,0.0,10.93542500000001,0.0,252.8136416875,0.0,252.8136416875,583.1917916666666,590.0751916666666,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,29675.64919628349,02:50:00
2025-10-09,18,0.4357,640.5616666666665,607.2266666666667,0.0,8844.078422139395,8874.079922139395,1199.9999999999998,33.33499999999981,607.2266666666667,0.0,0.0,0.0,279.0927181666666,0.0,279.0927181666666,640.5616666666665,616.5474999999999,0.0,ANNUAL REFERENCE ONLY,optimal,optimal,optimal,65.75527597921116,0.0,1.000000082740371e-07,29663.498724061268,03:00:00
